SID,article_number,sharing_type,score
s063,21,msg_share_broad,0
s065,75,msg_share_broad,72
s067,85,msg_share_broad,34
s069,105,msg_share_broad,0
s072,22,msg_share_broad,70
s074,109,msg_share_broad,100
s076,15,msg_share_broad,99
s079,109,msg_share_broad,75
s081,78,msg_share_broad,1
s083,86,msg_share_broad,58
s085,21,msg_share_broad,2
s089,11,msg_share_broad,35
s092,81,msg_share_broad,50
s095,49,msg_share_broad,0
s099,56,msg_share_broad,9
s101,36,msg_share_broad,36
s104,96,msg_share_broad,37
s108,13,msg_share_broad,10
s111,57,msg_share_broad,0
s113,89,msg_share_broad,53
s115,52,msg_share_broad,41
s117,60,msg_share_broad,64
s119,4,msg_share_broad,0
s121,77,msg_share_broad,80
s123,0,msg_share_broad,0
s125,47,msg_share_broad,0
s127,4,msg_share_broad,6
s132,7,msg_share_broad,0
s134,56,msg_share_broad,58
s137,87,msg_share_broad,100
s140,91,msg_share_broad,0
s143,40,msg_share_broad,55
s146,104,msg_share_broad,56
s149,72,msg_share_broad,77
s151,16,msg_share_broad,63
s155,60,msg_share_broad,21
s157,14,msg_share_broad,86
s160,45,msg_share_broad,53
s163,26,msg_share_broad,100
s167,81,msg_share_broad,0
s170,67,msg_share_broad,77
s177,29,msg_share_broad,42
s184,96,msg_share_broad,52
s186,55,msg_share_broad,65
s189,28,msg_share_broad,13
s192,50,msg_share_broad,55
s194,35,msg_share_broad,6
s196,31,msg_share_broad,67
s198,81,msg_share_broad,95
s201,89,msg_share_broad,28
s204,10,msg_share_broad,0
s206,85,msg_share_broad,93
s208,51,msg_share_broad,75
s211,66,msg_share_broad,0
s214,47,msg_share_broad,90
s216,18,msg_share_broad,0
s218,57,msg_share_broad,31
s222,1,msg_share_broad,70
s224,85,msg_share_broad,0
s230,39,msg_share_broad,21
s235,84,msg_share_broad,99
s237,65,msg_share_broad,72
s243,61,msg_share_broad,62
s248,14,msg_share_broad,89
s250,64,msg_share_broad,83
s255,56,msg_share_broad,0
s258,15,msg_share_broad,100
s260,54,msg_share_broad,4
s262,57,msg_share_broad,79
s268,47,msg_share_broad,100
s273,1,msg_share_broad,88
s275,57,msg_share_broad,10
s277,92,msg_share_broad,95
s279,31,msg_share_broad,91
s281,7,msg_share_broad,4
s287,32,msg_share_broad,45
s292,76,msg_share_broad,3
s295,101,msg_share_broad,66
s299,29,msg_share_broad,100
s301,65,msg_share_broad,1
s305,99,msg_share_broad,0
s308,57,msg_share_broad,88
s313,85,msg_share_broad,3
s316,73,msg_share_broad,2
s319,70,msg_share_broad,84
s321,81,msg_share_broad,74
s324,71,msg_share_broad,2
s327,49,msg_share_broad,56
s329,5,msg_share_broad,0
s331,71,msg_share_broad,47
s337,27,msg_share_broad,51
s344,67,msg_share_broad,69
s348,93,msg_share_broad,81
s352,51,msg_share_broad,91
s358,4,msg_share_broad,73
s361,21,msg_share_broad,0
s364,109,msg_share_broad,57
s371,14,msg_share_broad,0
s373,8,msg_share_broad,50
s380,22,msg_share_broad,72
s387,97,msg_share_broad,0
s394,12,msg_share_broad,71
s396,95,msg_share_broad,100
s400,89,msg_share_broad,62
s402,30,msg_share_broad,92
s406,50,msg_share_broad,65
s412,104,msg_share_broad,50
s415,65,msg_share_broad,29
s419,99,msg_share_broad,19
s421,16,msg_share_broad,22
s423,2,msg_share_broad,64
s432,70,msg_share_broad,14
s435,71,msg_share_broad,67
s437,103,msg_share_broad,64
s442,46,msg_share_broad,68
s445,18,msg_share_broad,66
s448,32,msg_share_broad,58
s450,29,msg_share_broad,0
s454,6,msg_share_broad,49
s457,32,msg_share_broad,0
s462,102,msg_share_broad,67
s466,11,msg_share_broad,51
s470,47,msg_share_broad,18
s473,64,msg_share_broad,68
s478,85,msg_share_broad,84
s481,14,msg_share_broad,73
s483,93,msg_share_broad,0
s487,54,msg_share_broad,50
s490,49,msg_share_broad,22
s493,11,msg_share_broad,76
s495,1,msg_share_broad,0
s497,75,msg_share_broad,11
s499,22,msg_share_broad,76
s504,53,msg_share_broad,54
s506,105,msg_share_broad,55
s512,51,msg_share_broad,0
s514,45,msg_share_broad,1
s516,98,msg_share_broad,37
s520,86,msg_share_broad,73
s526,36,msg_share_broad,75
s529,70,msg_share_broad,40
s531,58,msg_share_broad,7
s533,60,msg_share_broad,2
s537,32,msg_share_broad,100
s540,17,msg_share_broad,32
s543,34,msg_share_broad,50
s545,98,msg_share_broad,100
s547,35,msg_share_broad,0
s551,83,msg_share_broad,63
s553,1,msg_share_broad,39
s555,33,msg_share_broad,81
s559,97,msg_share_broad,75
s563,59,msg_share_broad,63
s568,82,msg_share_broad,97
s571,28,msg_share_broad,63
s574,12,msg_share_broad,4
s576,104,msg_share_broad,44
s578,10,msg_share_broad,0
s582,33,msg_share_broad,41
s584,92,msg_share_broad,70
s588,72,msg_share_broad,18
s592,85,msg_share_broad,0
s594,22,msg_share_broad,65
s598,88,msg_share_broad,93
s600,91,msg_share_broad,14
s606,31,msg_share_broad,85
s610,23,msg_share_broad,58
s615,37,msg_share_broad,4
s618,77,msg_share_broad,37
s620,83,msg_share_broad,67
s622,40,msg_share_broad,58
s624,17,msg_share_broad,41
s627,18,msg_share_broad,0
s629,27,msg_share_broad,100
s631,91,msg_share_broad,0
s635,24,msg_share_broad,87
s638,65,msg_share_broad,81
s640,94,msg_share_broad,78
s001,6,msg_share_narrow,95
s003,79,msg_share_narrow,0
s005,85,msg_share_narrow,0
s009,69,msg_share_narrow,52
s012,108,msg_share_narrow,6
s015,49,msg_share_narrow,50
s018,91,msg_share_narrow,8
s020,86,msg_share_narrow,0
s024,26,msg_share_narrow,65
s028,101,msg_share_narrow,84
s031,46,msg_share_narrow,90
s036,90,msg_share_narrow,7
s038,63,msg_share_narrow,16
s041,57,msg_share_narrow,96
s043,10,msg_share_narrow,1
s046,53,msg_share_narrow,81
s049,93,msg_share_narrow,59
s052,1,msg_share_narrow,2
s054,86,msg_share_narrow,24
s056,108,msg_share_narrow,43
s058,20,msg_share_narrow,34
s063,21,msg_share_narrow,0
s065,75,msg_share_narrow,58
s067,85,msg_share_narrow,43
s069,105,msg_share_narrow,44
s072,22,msg_share_narrow,70
s074,109,msg_share_narrow,100
s076,15,msg_share_narrow,1
s079,109,msg_share_narrow,55
s081,78,msg_share_narrow,41
s083,86,msg_share_narrow,57
s085,21,msg_share_narrow,2
s089,11,msg_share_narrow,39
s092,81,msg_share_narrow,50
s095,49,msg_share_narrow,59
s099,56,msg_share_narrow,17
s101,36,msg_share_narrow,60
s104,96,msg_share_narrow,93
s108,13,msg_share_narrow,8
s111,57,msg_share_narrow,0
s113,89,msg_share_narrow,50
s115,52,msg_share_narrow,26
s117,60,msg_share_narrow,73
s119,4,msg_share_narrow,0
s121,77,msg_share_narrow,88
s123,0,msg_share_narrow,0
s125,47,msg_share_narrow,0
s127,4,msg_share_narrow,62
s132,7,msg_share_narrow,0
s134,56,msg_share_narrow,13
s137,87,msg_share_narrow,39
s140,91,msg_share_narrow,0
s143,40,msg_share_narrow,51
s146,104,msg_share_narrow,56
s149,72,msg_share_narrow,95
s151,16,msg_share_narrow,95
s155,60,msg_share_narrow,19
s157,14,msg_share_narrow,76
s160,45,msg_share_narrow,57
s163,26,msg_share_narrow,0
s167,81,msg_share_narrow,0
s170,67,msg_share_narrow,93
s177,29,msg_share_narrow,59
s184,96,msg_share_narrow,51
s186,55,msg_share_narrow,62
s189,28,msg_share_narrow,0
s192,50,msg_share_narrow,71
s194,35,msg_share_narrow,5
s196,31,msg_share_narrow,67
s198,81,msg_share_narrow,98
s201,89,msg_share_narrow,13
s204,10,msg_share_narrow,0
s206,85,msg_share_narrow,84
s208,51,msg_share_narrow,65
s211,66,msg_share_narrow,0
s214,47,msg_share_narrow,80
s216,18,msg_share_narrow,47
s218,57,msg_share_narrow,26
s222,1,msg_share_narrow,59
s224,85,msg_share_narrow,0
s230,39,msg_share_narrow,30
s235,84,msg_share_narrow,97
s237,65,msg_share_narrow,82
s243,61,msg_share_narrow,66
s248,14,msg_share_narrow,66
s250,64,msg_share_narrow,91
s255,56,msg_share_narrow,0
s258,15,msg_share_narrow,100
s260,54,msg_share_narrow,55
s262,57,msg_share_narrow,78
s268,47,msg_share_narrow,99
s273,1,msg_share_narrow,73
s275,57,msg_share_narrow,11
s277,92,msg_share_narrow,93
s279,31,msg_share_narrow,78
s281,7,msg_share_narrow,5
s287,32,msg_share_narrow,47
s292,76,msg_share_narrow,100
s295,101,msg_share_narrow,60
s299,29,msg_share_narrow,100
s301,65,msg_share_narrow,1
s305,99,msg_share_narrow,0
s308,57,msg_share_narrow,65
s313,85,msg_share_narrow,5
s316,73,msg_share_narrow,28
s319,70,msg_share_narrow,73
s321,81,msg_share_narrow,80
s324,71,msg_share_narrow,2
s327,49,msg_share_narrow,63
s329,5,msg_share_narrow,0
s331,71,msg_share_narrow,72
s337,27,msg_share_narrow,7
s344,67,msg_share_narrow,60
s348,93,msg_share_narrow,81
s352,51,msg_share_narrow,92
s358,4,msg_share_narrow,62
s361,21,msg_share_narrow,0
s364,109,msg_share_narrow,53
s371,14,msg_share_narrow,0
s373,8,msg_share_narrow,44
s380,22,msg_share_narrow,13
s387,97,msg_share_narrow,0
s394,12,msg_share_narrow,69
s396,95,msg_share_narrow,100
s400,89,msg_share_narrow,26
s402,30,msg_share_narrow,96
s406,50,msg_share_narrow,21
s412,104,msg_share_narrow,55
s415,65,msg_share_narrow,29
s419,99,msg_share_narrow,16
s421,16,msg_share_narrow,77
s423,2,msg_share_narrow,75
s432,70,msg_share_narrow,15
s435,71,msg_share_narrow,58
s437,103,msg_share_narrow,75
s442,46,msg_share_narrow,78
s445,18,msg_share_narrow,80
s448,32,msg_share_narrow,64
s450,29,msg_share_narrow,67
s454,6,msg_share_narrow,26
s457,32,msg_share_narrow,0
s462,102,msg_share_narrow,74
s466,11,msg_share_narrow,59
s470,47,msg_share_narrow,15
s473,64,msg_share_narrow,69
s478,85,msg_share_narrow,86
s481,14,msg_share_narrow,78
s483,93,msg_share_narrow,49
s487,54,msg_share_narrow,35
s490,49,msg_share_narrow,59
s493,11,msg_share_narrow,90
s495,1,msg_share_narrow,0
s497,75,msg_share_narrow,31
s499,22,msg_share_narrow,62
s504,53,msg_share_narrow,55
s506,105,msg_share_narrow,57
s512,51,msg_share_narrow,0
s514,45,msg_share_narrow,1
s516,98,msg_share_narrow,35
s520,86,msg_share_narrow,51
s526,36,msg_share_narrow,66
s529,70,msg_share_narrow,24
s531,58,msg_share_narrow,10
s533,60,msg_share_narrow,2
s537,32,msg_share_narrow,100
s540,17,msg_share_narrow,72
s543,34,msg_share_narrow,50
s545,98,msg_share_narrow,65
s547,35,msg_share_narrow,0
s551,83,msg_share_narrow,65
s553,1,msg_share_narrow,22
s555,33,msg_share_narrow,67
s559,97,msg_share_narrow,54
s563,59,msg_share_narrow,27
s568,82,msg_share_narrow,87
s571,28,msg_share_narrow,76
s574,12,msg_share_narrow,5
s576,104,msg_share_narrow,47
s578,10,msg_share_narrow,84
s582,33,msg_share_narrow,39
s584,92,msg_share_narrow,69
s588,72,msg_share_narrow,0
s592,85,msg_share_narrow,0
s594,22,msg_share_narrow,53
s598,88,msg_share_narrow,96
s600,91,msg_share_narrow,8
s606,31,msg_share_narrow,60
s610,23,msg_share_narrow,46
s615,37,msg_share_narrow,23
s618,77,msg_share_narrow,18
s620,83,msg_share_narrow,100
s622,40,msg_share_narrow,68
s624,17,msg_share_narrow,46
s627,18,msg_share_narrow,0
s629,27,msg_share_narrow,100
s631,91,msg_share_narrow,0
s635,24,msg_share_narrow,81
s638,65,msg_share_narrow,63
s640,94,msg_share_narrow,86
