SID,article_number,sharing_type,score
s043,12,msg_share_narrow,1
s046,54,msg_share_narrow,76
s049,97,msg_share_narrow,54
s052,7,msg_share_narrow,6
s054,88,msg_share_narrow,9
s056,106,msg_share_narrow,43
s058,27,msg_share_narrow,48
s063,28,msg_share_narrow,0
s065,79,msg_share_narrow,100
s067,86,msg_share_narrow,43
s069,101,msg_share_narrow,49
s072,27,msg_share_narrow,70
s074,104,msg_share_narrow,100
s076,13,msg_share_narrow,1
s079,104,msg_share_narrow,49
s081,74,msg_share_narrow,51
s083,81,msg_share_narrow,52
s085,25,msg_share_narrow,1
s089,19,msg_share_narrow,30
s092,80,msg_share_narrow,50
s095,43,msg_share_narrow,0
s099,57,msg_share_narrow,0
s101,31,msg_share_narrow,58
s104,94,msg_share_narrow,57
s108,19,msg_share_narrow,11
s111,52,msg_share_narrow,0
s113,84,msg_share_narrow,62
s115,55,msg_share_narrow,25
s117,67,msg_share_narrow,71
s119,1,msg_share_narrow,0
s121,76,msg_share_narrow,73
s123,7,msg_share_narrow,0
s125,49,msg_share_narrow,0
s127,7,msg_share_narrow,5
s132,0,msg_share_narrow,0
s134,58,msg_share_narrow,2
s137,83,msg_share_narrow,0
s140,92,msg_share_narrow,36
s143,43,msg_share_narrow,58
s146,102,msg_share_narrow,14
s149,74,msg_share_narrow,77
s151,10,msg_share_narrow,39
s155,68,msg_share_narrow,0
s157,12,msg_share_narrow,75
s160,47,msg_share_narrow,82
s163,22,msg_share_narrow,0
s167,89,msg_share_narrow,55
s170,66,msg_share_narrow,73
s177,25,msg_share_narrow,55
s184,94,msg_share_narrow,58
s186,53,msg_share_narrow,57
s189,23,msg_share_narrow,0
s192,59,msg_share_narrow,22
s194,34,msg_share_narrow,70
s196,39,msg_share_narrow,61
s198,85,msg_share_narrow,95
s201,87,msg_share_narrow,8
s204,13,msg_share_narrow,0
s206,82,msg_share_narrow,85
s208,52,msg_share_narrow,64
s211,65,msg_share_narrow,0
s214,46,msg_share_narrow,83
s216,12,msg_share_narrow,49
s218,50,msg_share_narrow,28
s222,0,msg_share_narrow,47
s224,80,msg_share_narrow,0
s230,36,msg_share_narrow,7
s235,87,msg_share_narrow,83
s237,68,msg_share_narrow,44
s243,62,msg_share_narrow,49
s248,17,msg_share_narrow,75
s250,67,msg_share_narrow,83
s255,55,msg_share_narrow,0
s258,19,msg_share_narrow,100
s260,50,msg_share_narrow,90
s262,54,msg_share_narrow,59
s268,46,msg_share_narrow,58
s273,7,msg_share_narrow,80
s275,51,msg_share_narrow,10
s277,91,msg_share_narrow,94
s279,37,msg_share_narrow,86
s281,5,msg_share_narrow,16
s287,31,msg_share_narrow,64
s292,73,msg_share_narrow,66
s295,105,msg_share_narrow,4
s299,22,msg_share_narrow,100
s301,66,msg_share_narrow,1
s305,92,msg_share_narrow,11
s308,55,msg_share_narrow,91
s313,80,msg_share_narrow,2
s316,76,msg_share_narrow,70
s319,71,msg_share_narrow,94
s321,87,msg_share_narrow,81
s324,78,msg_share_narrow,21
s327,48,msg_share_narrow,40
s329,8,msg_share_narrow,0
s331,75,msg_share_narrow,72
s337,26,msg_share_narrow,0
s344,66,msg_share_narrow,60
s348,94,msg_share_narrow,70
s352,53,msg_share_narrow,87
s358,8,msg_share_narrow,50
s361,27,msg_share_narrow,0
s364,107,msg_share_narrow,66
s371,13,msg_share_narrow,0
s373,3,msg_share_narrow,41
s380,24,msg_share_narrow,52
s387,95,msg_share_narrow,14
s394,14,msg_share_narrow,64
s396,90,msg_share_narrow,100
s400,87,msg_share_narrow,96
s402,32,msg_share_narrow,86
s406,57,msg_share_narrow,6
s412,103,msg_share_narrow,47
s415,66,msg_share_narrow,65
s419,95,msg_share_narrow,31
s421,11,msg_share_narrow,26
s423,0,msg_share_narrow,62
s432,73,msg_share_narrow,14
s435,76,msg_share_narrow,75
s437,102,msg_share_narrow,55
s442,40,msg_share_narrow,72
s445,10,msg_share_narrow,84
s448,30,msg_share_narrow,65
s450,20,msg_share_narrow,0
s454,4,msg_share_narrow,86
s457,37,msg_share_narrow,1
s462,109,msg_share_narrow,43
s466,16,msg_share_narrow,80
s470,40,msg_share_narrow,16
s473,62,msg_share_narrow,74
s478,87,msg_share_narrow,77
s481,19,msg_share_narrow,55
s483,90,msg_share_narrow,62
s487,58,msg_share_narrow,49
s490,44,msg_share_narrow,14
s493,12,msg_share_narrow,19
s495,9,msg_share_narrow,0
s497,70,msg_share_narrow,10
s499,29,msg_share_narrow,68
s504,56,msg_share_narrow,99
s506,104,msg_share_narrow,82
s512,56,msg_share_narrow,0
s514,46,msg_share_narrow,1
s516,93,msg_share_narrow,31
s520,84,msg_share_narrow,0
s526,34,msg_share_narrow,81
s529,73,msg_share_narrow,33
s531,56,msg_share_narrow,82
s533,68,msg_share_narrow,82
s537,35,msg_share_narrow,51
s540,13,msg_share_narrow,38
s543,37,msg_share_narrow,15
s545,90,msg_share_narrow,100
s547,34,msg_share_narrow,25
s551,86,msg_share_narrow,52
s553,8,msg_share_narrow,36
s555,31,msg_share_narrow,35
s559,96,msg_share_narrow,64
s563,57,msg_share_narrow,27
s568,88,msg_share_narrow,60
s571,25,msg_share_narrow,92
s574,14,msg_share_narrow,4
s576,103,msg_share_narrow,25
s578,15,msg_share_narrow,0
s582,36,msg_share_narrow,73
s584,97,msg_share_narrow,65
s588,75,msg_share_narrow,76
s592,82,msg_share_narrow,0
s594,20,msg_share_narrow,86
s598,82,msg_share_narrow,1
s600,92,msg_share_narrow,54
s606,30,msg_share_narrow,80
s610,25,msg_share_narrow,21
s615,35,msg_share_narrow,4
s618,73,msg_share_narrow,3
s620,86,msg_share_narrow,100
s622,49,msg_share_narrow,70
s624,16,msg_share_narrow,96
s627,14,msg_share_narrow,0
s629,22,msg_share_narrow,85
s631,99,msg_share_narrow,0
s635,29,msg_share_narrow,68
s638,61,msg_share_narrow,44
s640,98,msg_share_narrow,64
s001,5,msg_share_broad,3
s003,75,msg_share_broad,0
s005,81,msg_share_broad,0
s009,66,msg_share_broad,36
s012,103,msg_share_broad,19
s015,48,msg_share_broad,60
s018,98,msg_share_broad,7
s020,84,msg_share_broad,25
s024,29,msg_share_broad,61
s028,107,msg_share_broad,81
s031,41,msg_share_broad,15
s036,98,msg_share_broad,9
s038,64,msg_share_broad,50
s041,58,msg_share_broad,3
s043,11,msg_share_broad,1
s046,58,msg_share_broad,86
s049,95,msg_share_broad,56
s052,5,msg_share_broad,16
s054,87,msg_share_broad,54
s056,107,msg_share_broad,39
s058,21,msg_share_broad,50
s063,27,msg_share_broad,60
s065,78,msg_share_broad,79
s067,87,msg_share_broad,4
s069,108,msg_share_broad,0
s072,20,msg_share_broad,66
s074,108,msg_share_broad,100
s076,14,msg_share_broad,0
s079,103,msg_share_broad,85
s081,79,msg_share_broad,1
s083,82,msg_share_broad,69
s085,27,msg_share_broad,1
s089,15,msg_share_broad,50
s092,86,msg_share_broad,49
s095,47,msg_share_broad,0
s099,54,msg_share_broad,49
s101,30,msg_share_broad,77
s104,93,msg_share_broad,59
s108,18,msg_share_broad,12
s111,50,msg_share_broad,65
s113,87,msg_share_broad,1
s115,56,msg_share_broad,35
s117,65,msg_share_broad,70
s119,6,msg_share_broad,0
s121,79,msg_share_broad,93
s123,5,msg_share_broad,0
s125,44,msg_share_broad,0
s127,5,msg_share_broad,57
s132,2,msg_share_broad,0
s134,54,msg_share_broad,3
s137,88,msg_share_broad,24
s140,90,msg_share_broad,0
s143,49,msg_share_broad,44
s146,100,msg_share_broad,10
s149,79,msg_share_broad,65
s151,11,msg_share_broad,41
s155,67,msg_share_broad,83
s157,15,msg_share_broad,72
s160,48,msg_share_broad,54
s163,24,msg_share_broad,58
s167,88,msg_share_broad,0
s170,60,msg_share_broad,83
s177,23,msg_share_broad,17
s184,93,msg_share_broad,63
s186,57,msg_share_broad,75
s189,29,msg_share_broad,0
s192,54,msg_share_broad,58
s194,30,msg_share_broad,6
s196,32,msg_share_broad,59
s198,80,msg_share_broad,91
s201,88,msg_share_broad,2
s204,11,msg_share_broad,0
s206,88,msg_share_broad,91
s208,57,msg_share_broad,80
s211,68,msg_share_broad,0
s214,42,msg_share_broad,87
s216,10,msg_share_broad,0
s218,52,msg_share_broad,39
s222,3,msg_share_broad,57
s224,83,msg_share_broad,0
s230,35,msg_share_broad,12
s235,80,msg_share_broad,85
s237,67,msg_share_broad,72
s243,65,msg_share_broad,65
s248,11,msg_share_broad,83
s250,62,msg_share_broad,83
s255,57,msg_share_broad,0
s258,11,msg_share_broad,100
s260,59,msg_share_broad,5
s262,59,msg_share_broad,62
s268,49,msg_share_broad,100
s273,0,msg_share_broad,70
s275,59,msg_share_broad,13
s277,99,msg_share_broad,97
s279,34,msg_share_broad,89
s281,3,msg_share_broad,2
s287,34,msg_share_broad,5
s292,78,msg_share_broad,4
s295,107,msg_share_broad,31
s299,27,msg_share_broad,0
s301,68,msg_share_broad,1
s305,91,msg_share_broad,0
s308,50,msg_share_broad,80
s313,88,msg_share_broad,3
s316,79,msg_share_broad,2
s319,78,msg_share_broad,83
s321,82,msg_share_broad,69
s324,73,msg_share_broad,1
s327,46,msg_share_broad,83
s329,1,msg_share_broad,0
s331,78,msg_share_broad,55
s337,21,msg_share_broad,28
s344,62,msg_share_broad,44
s348,92,msg_share_broad,48
s352,54,msg_share_broad,92
s358,1,msg_share_broad,39
s361,25,msg_share_broad,0
s364,104,msg_share_broad,72
s371,12,msg_share_broad,0
s373,6,msg_share_broad,58
s380,23,msg_share_broad,0
s387,96,msg_share_broad,0
s394,10,msg_share_broad,65
s396,99,msg_share_broad,100
s400,83,msg_share_broad,66
s402,31,msg_share_broad,93
s406,59,msg_share_broad,26
s412,106,msg_share_broad,39
s415,63,msg_share_broad,63
s419,96,msg_share_broad,11
s421,12,msg_share_broad,86
s423,7,msg_share_broad,38
s432,72,msg_share_broad,11
s435,72,msg_share_broad,28
s437,105,msg_share_broad,44
s442,48,msg_share_broad,58
s445,13,msg_share_broad,85
s448,36,msg_share_broad,5
s450,21,msg_share_broad,0
s454,1,msg_share_broad,85
s457,39,msg_share_broad,1
s462,101,msg_share_broad,44
s466,17,msg_share_broad,57
s470,46,msg_share_broad,14
s473,68,msg_share_broad,54
s478,80,msg_share_broad,78
s481,17,msg_share_broad,79
s483,95,msg_share_broad,0
s487,52,msg_share_broad,64
s490,48,msg_share_broad,11
s493,13,msg_share_broad,57
s495,0,msg_share_broad,52
s497,74,msg_share_broad,1
s499,21,msg_share_broad,57
s504,55,msg_share_broad,98
s506,100,msg_share_broad,82
s512,57,msg_share_broad,0
s514,44,msg_share_broad,1
s516,96,msg_share_broad,57
s520,87,msg_share_broad,0
s526,30,msg_share_broad,58
s529,71,msg_share_broad,49
s531,57,msg_share_broad,10
s533,65,msg_share_broad,51
s537,31,msg_share_broad,49
s540,15,msg_share_broad,91
s543,32,msg_share_broad,11
s545,93,msg_share_broad,100
s547,31,msg_share_broad,25
s551,80,msg_share_broad,79
s553,0,msg_share_broad,6
s555,30,msg_share_broad,92
s559,92,msg_share_broad,55
s563,51,msg_share_broad,74
s568,85,msg_share_broad,87
s571,20,msg_share_broad,60
s574,19,msg_share_broad,5
s576,106,msg_share_broad,7
s578,17,msg_share_broad,0
s582,30,msg_share_broad,60
s584,93,msg_share_broad,50
s588,73,msg_share_broad,11
s592,84,msg_share_broad,18
s594,23,msg_share_broad,71
s598,89,msg_share_broad,49
s600,96,msg_share_broad,57
s606,35,msg_share_broad,93
s610,26,msg_share_broad,30
s615,32,msg_share_broad,100
s618,79,msg_share_broad,25
s620,80,msg_share_broad,14
s622,45,msg_share_broad,65
s624,18,msg_share_broad,90
s627,16,msg_share_broad,0
s629,23,msg_share_broad,90
s631,93,msg_share_broad,0
s635,21,msg_share_broad,41
s638,60,msg_share_broad,60
s640,90,msg_share_broad,90
s001,5,msg_share_narrow,0
s003,75,msg_share_narrow,0
s005,81,msg_share_narrow,0
s009,66,msg_share_narrow,50
s012,103,msg_share_narrow,16
s015,48,msg_share_narrow,60
s018,98,msg_share_narrow,0
s020,84,msg_share_narrow,15
s024,29,msg_share_narrow,65
s028,107,msg_share_narrow,88
s031,41,msg_share_narrow,25
s036,98,msg_share_narrow,12
s038,64,msg_share_narrow,34
s041,58,msg_share_narrow,2
s043,11,msg_share_narrow,1
s046,58,msg_share_narrow,69
s049,95,msg_share_narrow,69
s052,5,msg_share_narrow,79
s054,87,msg_share_narrow,18
s056,107,msg_share_narrow,65
s058,21,msg_share_narrow,35
s063,27,msg_share_narrow,58
s065,78,msg_share_narrow,97
s067,87,msg_share_narrow,20
s069,108,msg_share_narrow,0
s072,20,msg_share_narrow,66
s074,108,msg_share_narrow,100
s076,14,msg_share_narrow,1
s079,103,msg_share_narrow,53
s081,79,msg_share_narrow,1
s083,82,msg_share_narrow,56
s085,27,msg_share_narrow,1
s089,15,msg_share_narrow,17
s092,86,msg_share_narrow,49
s095,47,msg_share_narrow,2
s099,54,msg_share_narrow,38
s101,30,msg_share_narrow,94
s104,93,msg_share_narrow,66
s108,18,msg_share_narrow,19
s111,50,msg_share_narrow,56
s113,87,msg_share_narrow,1
s115,56,msg_share_narrow,59
s117,65,msg_share_narrow,83
s119,6,msg_share_narrow,0
s121,79,msg_share_narrow,67
s123,5,msg_share_narrow,0
s125,44,msg_share_narrow,0
s127,5,msg_share_narrow,3
s132,2,msg_share_narrow,0
s134,54,msg_share_narrow,1
s137,88,msg_share_narrow,100
s140,90,msg_share_narrow,62
s143,49,msg_share_narrow,54
s146,100,msg_share_narrow,75
s149,79,msg_share_narrow,99
s151,11,msg_share_narrow,40
s155,67,msg_share_narrow,100
s157,15,msg_share_narrow,84
s160,48,msg_share_narrow,64
s163,24,msg_share_narrow,0
s167,88,msg_share_narrow,22
s170,60,msg_share_narrow,77
s177,23,msg_share_narrow,38
s184,93,msg_share_narrow,75
s186,57,msg_share_narrow,64
s189,29,msg_share_narrow,0
s192,54,msg_share_narrow,80
s194,30,msg_share_narrow,4
s196,32,msg_share_narrow,60
s198,80,msg_share_narrow,98
s201,88,msg_share_narrow,2
s204,11,msg_share_narrow,0
s206,88,msg_share_narrow,83
s208,57,msg_share_narrow,74
s211,68,msg_share_narrow,0
s214,42,msg_share_narrow,81
s216,10,msg_share_narrow,0
s218,52,msg_share_narrow,42
s222,3,msg_share_narrow,47
s224,83,msg_share_narrow,0
s230,35,msg_share_narrow,11
s235,80,msg_share_narrow,91
s237,67,msg_share_narrow,79
s243,65,msg_share_narrow,31
s248,11,msg_share_narrow,71
s250,62,msg_share_narrow,68
s255,57,msg_share_narrow,0
s258,11,msg_share_narrow,100
s260,59,msg_share_narrow,5
s262,59,msg_share_narrow,98
s268,49,msg_share_narrow,51
s273,0,msg_share_narrow,82
s275,59,msg_share_narrow,13
s277,99,msg_share_narrow,95
s279,34,msg_share_narrow,79
s281,3,msg_share_narrow,2
s287,34,msg_share_narrow,5
s292,78,msg_share_narrow,60
s295,107,msg_share_narrow,32
s299,27,msg_share_narrow,0
s301,68,msg_share_narrow,1
s305,91,msg_share_narrow,4
s308,50,msg_share_narrow,64
s313,88,msg_share_narrow,4
s316,79,msg_share_narrow,0
s319,78,msg_share_narrow,79
s321,82,msg_share_narrow,83
s324,73,msg_share_narrow,2
s327,46,msg_share_narrow,78
s329,1,msg_share_narrow,0
s331,78,msg_share_narrow,68
s337,21,msg_share_narrow,12
s344,62,msg_share_narrow,38
s348,92,msg_share_narrow,47
s352,54,msg_share_narrow,90
s358,1,msg_share_narrow,70
s361,25,msg_share_narrow,48
s364,104,msg_share_narrow,27
s371,12,msg_share_narrow,0
s373,6,msg_share_narrow,44
s380,23,msg_share_narrow,39
s387,96,msg_share_narrow,0
s394,10,msg_share_narrow,77
s396,99,msg_share_narrow,100
s400,83,msg_share_narrow,42
s402,31,msg_share_narrow,96
s406,59,msg_share_narrow,9
s412,106,msg_share_narrow,50
s415,63,msg_share_narrow,67
s419,96,msg_share_narrow,16
s421,12,msg_share_narrow,48
s423,7,msg_share_narrow,55
s432,72,msg_share_narrow,11
s435,72,msg_share_narrow,49
s437,105,msg_share_narrow,50
s442,48,msg_share_narrow,92
s445,13,msg_share_narrow,74
s448,36,msg_share_narrow,9
s450,21,msg_share_narrow,0
s454,1,msg_share_narrow,25
s457,39,msg_share_narrow,28
s462,101,msg_share_narrow,59
s466,17,msg_share_narrow,61
s470,46,msg_share_narrow,12
s473,68,msg_share_narrow,55
s478,80,msg_share_narrow,78
s481,17,msg_share_narrow,76
s483,95,msg_share_narrow,7
s487,52,msg_share_narrow,59
s490,48,msg_share_narrow,51
s493,13,msg_share_narrow,15
s495,0,msg_share_narrow,53
s497,74,msg_share_narrow,68
s499,21,msg_share_narrow,76
s504,55,msg_share_narrow,91
s506,100,msg_share_narrow,82
s512,57,msg_share_narrow,0
s514,44,msg_share_narrow,1
s516,96,msg_share_narrow,54
s520,87,msg_share_narrow,0
s526,30,msg_share_narrow,56
s529,71,msg_share_narrow,49
s531,57,msg_share_narrow,9
s533,65,msg_share_narrow,37
s537,31,msg_share_narrow,49
s540,15,msg_share_narrow,32
s543,32,msg_share_narrow,7
s545,93,msg_share_narrow,14
s547,31,msg_share_narrow,12
s551,80,msg_share_narrow,62
s553,0,msg_share_narrow,7
s555,30,msg_share_narrow,31
s559,92,msg_share_narrow,70
s563,51,msg_share_narrow,15
s568,85,msg_share_narrow,96
s571,20,msg_share_narrow,61
s574,19,msg_share_narrow,6
s576,106,msg_share_narrow,9
s578,17,msg_share_narrow,0
s582,30,msg_share_narrow,79
s584,93,msg_share_narrow,48
s588,73,msg_share_narrow,67
s592,84,msg_share_narrow,14
s594,23,msg_share_narrow,48
s598,89,msg_share_narrow,37
s600,96,msg_share_narrow,54
s606,35,msg_share_narrow,79
s610,26,msg_share_narrow,11
s615,32,msg_share_narrow,86
s618,79,msg_share_narrow,15
s620,80,msg_share_narrow,52
s622,45,msg_share_narrow,53
s624,18,msg_share_narrow,91
s627,16,msg_share_narrow,0
s629,23,msg_share_narrow,92
s631,93,msg_share_narrow,0
s635,21,msg_share_narrow,24
s638,60,msg_share_narrow,7
s640,90,msg_share_narrow,75
s001,1,msg_share_broad,93
s003,76,msg_share_broad,0
s005,87,msg_share_broad,100
s009,62,msg_share_broad,27
s012,100,msg_share_broad,28
s015,40,msg_share_broad,48
s018,94,msg_share_broad,93
s020,89,msg_share_broad,0
s024,28,msg_share_broad,25
s028,102,msg_share_broad,72
s031,45,msg_share_broad,89
s036,99,msg_share_broad,8
s038,62,msg_share_broad,65
s041,55,msg_share_broad,50
s043,18,msg_share_broad,1
s046,52,msg_share_broad,78
s049,91,msg_share_broad,100
s052,0,msg_share_broad,7
s054,80,msg_share_broad,29
s056,100,msg_share_broad,80
s058,23,msg_share_broad,41
s063,24,msg_share_broad,0
s065,70,msg_share_broad,50
s067,88,msg_share_broad,5
s069,103,msg_share_broad,18
s072,29,msg_share_broad,69
s074,106,msg_share_broad,100
s076,16,msg_share_broad,1
s079,105,msg_share_broad,18
s081,75,msg_share_broad,1
s083,84,msg_share_broad,87
s085,24,msg_share_broad,1
s089,13,msg_share_broad,34
s092,84,msg_share_broad,50
s095,40,msg_share_broad,0
s099,55,msg_share_broad,34
s101,38,msg_share_broad,97
s104,92,msg_share_broad,34
s108,16,msg_share_broad,9
s111,54,msg_share_broad,100
s113,86,msg_share_broad,61
s115,57,msg_share_broad,50
s117,66,msg_share_broad,66
s119,2,msg_share_broad,0
s121,73,msg_share_broad,87
s123,6,msg_share_broad,65
s125,41,msg_share_broad,0
s127,0,msg_share_broad,1
s132,5,msg_share_broad,0
s134,50,msg_share_broad,8
s137,81,msg_share_broad,99
s140,98,msg_share_broad,0
s143,45,msg_share_broad,44
s146,106,msg_share_broad,0
s149,77,msg_share_broad,91
s151,15,msg_share_broad,74
s155,63,msg_share_broad,84
s157,16,msg_share_broad,72
s160,40,msg_share_broad,50
s163,25,msg_share_broad,100
s167,86,msg_share_broad,0
s170,64,msg_share_broad,80
s177,24,msg_share_broad,7
s184,97,msg_share_broad,69
s186,52,msg_share_broad,68
s189,26,msg_share_broad,0
s192,53,msg_share_broad,61
s194,38,msg_share_broad,6
s196,33,msg_share_broad,70
s198,82,msg_share_broad,90
s201,82,msg_share_broad,6
s204,16,msg_share_broad,13
s206,84,msg_share_broad,90
s208,56,msg_share_broad,78
s211,67,msg_share_broad,0
s214,45,msg_share_broad,84
s216,13,msg_share_broad,2
s218,58,msg_share_broad,38
s222,5,msg_share_broad,49
s224,87,msg_share_broad,0
s230,30,msg_share_broad,13
s235,86,msg_share_broad,75
s237,63,msg_share_broad,61
s243,64,msg_share_broad,83
s248,16,msg_share_broad,83
s250,61,msg_share_broad,88
s255,58,msg_share_broad,0
s258,16,msg_share_broad,85
s260,51,msg_share_broad,7
s262,51,msg_share_broad,50
s268,48,msg_share_broad,100
s273,5,msg_share_broad,80
s275,52,msg_share_broad,40
s277,97,msg_share_broad,96
s279,33,msg_share_broad,100
s281,1,msg_share_broad,10
s287,39,msg_share_broad,7
s292,72,msg_share_broad,1
s295,100,msg_share_broad,22
s299,26,msg_share_broad,100
s301,69,msg_share_broad,1
s305,97,msg_share_broad,0
s308,53,msg_share_broad,85
s313,83,msg_share_broad,3
s316,78,msg_share_broad,1
s319,73,msg_share_broad,92
s321,89,msg_share_broad,89
s324,70,msg_share_broad,3
s327,47,msg_share_broad,68
s329,2,msg_share_broad,0
s331,73,msg_share_broad,50
s337,23,msg_share_broad,0
s344,68,msg_share_broad,75
s348,96,msg_share_broad,78
s352,52,msg_share_broad,93
s358,2,msg_share_broad,34
s361,24,msg_share_broad,0
s364,102,msg_share_broad,74
s371,18,msg_share_broad,0
s373,0,msg_share_broad,52
s380,25,msg_share_broad,52
s387,93,msg_share_broad,0
s394,13,msg_share_broad,64
s396,98,msg_share_broad,100
s400,81,msg_share_broad,82
s402,34,msg_share_broad,94
s406,58,msg_share_broad,13
s412,107,msg_share_broad,46
s415,67,msg_share_broad,51
s419,97,msg_share_broad,13
s421,10,msg_share_broad,87
s423,3,msg_share_broad,24
s432,76,msg_share_broad,14
s435,79,msg_share_broad,100
s437,107,msg_share_broad,68
s442,43,msg_share_broad,52
s445,17,msg_share_broad,86
s448,33,msg_share_broad,51
s450,24,msg_share_broad,0
s454,3,msg_share_broad,64
s457,31,msg_share_broad,27
s462,104,msg_share_broad,58
s466,14,msg_share_broad,31
s470,41,msg_share_broad,13
s473,61,msg_share_broad,47
s478,89,msg_share_broad,98
s481,15,msg_share_broad,40
s483,91,msg_share_broad,0
s487,53,msg_share_broad,67
s490,45,msg_share_broad,50
s493,17,msg_share_broad,19
s495,6,msg_share_broad,0
s497,79,msg_share_broad,50
s499,25,msg_share_broad,77
s504,52,msg_share_broad,55
s506,107,msg_share_broad,79
s512,52,msg_share_broad,0
s514,49,msg_share_broad,1
s516,99,msg_share_broad,44
s520,85,msg_share_broad,71
s526,32,msg_share_broad,74
s529,77,msg_share_broad,61
s531,55,msg_share_broad,38
s533,64,msg_share_broad,50
s537,39,msg_share_broad,50
s540,10,msg_share_broad,26
s543,33,msg_share_broad,9
s545,99,msg_share_broad,100
s547,32,msg_share_broad,8
s551,88,msg_share_broad,58
s553,7,msg_share_broad,26
s555,36,msg_share_broad,78
s559,98,msg_share_broad,47
s563,55,msg_share_broad,75
s568,89,msg_share_broad,98
s571,21,msg_share_broad,40
s574,18,msg_share_broad,5
s576,105,msg_share_broad,10
s578,13,msg_share_broad,0
s582,39,msg_share_broad,75
s584,99,msg_share_broad,68
s588,76,msg_share_broad,77
s592,87,msg_share_broad,0
s594,26,msg_share_broad,79
s598,81,msg_share_broad,51
s600,95,msg_share_broad,7
s606,38,msg_share_broad,50
s610,22,msg_share_broad,27
s615,38,msg_share_broad,59
s618,78,msg_share_broad,84
s620,82,msg_share_broad,49
s622,47,msg_share_broad,63
s624,11,msg_share_broad,36
s627,17,msg_share_broad,0
s629,28,msg_share_broad,100
s631,97,msg_share_broad,0
s635,25,msg_share_broad,75
s638,67,msg_share_broad,52
s640,99,msg_share_broad,80
s001,1,msg_share_narrow,93
s003,76,msg_share_narrow,0
s005,87,msg_share_narrow,100
s009,62,msg_share_narrow,22
s012,100,msg_share_narrow,65
s015,40,msg_share_narrow,27
s018,94,msg_share_narrow,67
s020,89,msg_share_narrow,0
s024,28,msg_share_narrow,79
s028,102,msg_share_narrow,84
s031,45,msg_share_narrow,73
s036,99,msg_share_narrow,4
s038,62,msg_share_narrow,33
s041,55,msg_share_narrow,64
s043,18,msg_share_narrow,1
s046,52,msg_share_narrow,69
s049,91,msg_share_narrow,47
s052,0,msg_share_narrow,99
s054,80,msg_share_narrow,21
s056,100,msg_share_narrow,62
s058,23,msg_share_narrow,23
s063,24,msg_share_narrow,0
s065,70,msg_share_narrow,70
s067,88,msg_share_narrow,42
s069,103,msg_share_narrow,73
s072,29,msg_share_narrow,69
s074,106,msg_share_narrow,100
s076,16,msg_share_narrow,1
s079,105,msg_share_narrow,27
s081,75,msg_share_narrow,1
s083,84,msg_share_narrow,60
s085,24,msg_share_narrow,2
s089,13,msg_share_narrow,30
s092,84,msg_share_narrow,50
s095,40,msg_share_narrow,58
s099,55,msg_share_narrow,14
s101,38,msg_share_narrow,99
s104,92,msg_share_narrow,40
s108,16,msg_share_narrow,17
s111,54,msg_share_narrow,92
s113,86,msg_share_narrow,66
s115,57,msg_share_narrow,24
s117,66,msg_share_narrow,73
s119,2,msg_share_narrow,0
s121,73,msg_share_narrow,92
s123,6,msg_share_narrow,65
s125,41,msg_share_narrow,0
s127,0,msg_share_narrow,55
s132,5,msg_share_narrow,0
s134,50,msg_share_narrow,2
s137,81,msg_share_narrow,15
s140,98,msg_share_narrow,0
s143,45,msg_share_narrow,37
s146,106,msg_share_narrow,59
s149,77,msg_share_narrow,74
s151,15,msg_share_narrow,76
s155,63,msg_share_narrow,92
s157,16,msg_share_narrow,86
s160,40,msg_share_narrow,59
s163,25,msg_share_narrow,0
s167,86,msg_share_narrow,22
s170,64,msg_share_narrow,85
s177,24,msg_share_narrow,22
s184,97,msg_share_narrow,71
s186,52,msg_share_narrow,65
s189,26,msg_share_narrow,0
s192,53,msg_share_narrow,57
s194,38,msg_share_narrow,93
s196,33,msg_share_narrow,69
s198,82,msg_share_narrow,98
s201,82,msg_share_narrow,2
s204,16,msg_share_narrow,60
s206,84,msg_share_narrow,83
s208,56,msg_share_narrow,69
s211,67,msg_share_narrow,0
s214,45,msg_share_narrow,89
s216,13,msg_share_narrow,43
s218,58,msg_share_narrow,37
s222,5,msg_share_narrow,37
s224,87,msg_share_narrow,0
s230,30,msg_share_narrow,13
s235,86,msg_share_narrow,84
s237,63,msg_share_narrow,66
s243,64,msg_share_narrow,47
s248,16,msg_share_narrow,74
s250,61,msg_share_narrow,75
s255,58,msg_share_narrow,0
s258,16,msg_share_narrow,94
s260,51,msg_share_narrow,90
s262,51,msg_share_narrow,7
s268,48,msg_share_narrow,100
s273,5,msg_share_narrow,65
s275,52,msg_share_narrow,30
s277,97,msg_share_narrow,94
s279,33,msg_share_narrow,83
s281,1,msg_share_narrow,10
s287,39,msg_share_narrow,7
s292,72,msg_share_narrow,100
s295,100,msg_share_narrow,28
s299,26,msg_share_narrow,100
s301,69,msg_share_narrow,1
s305,97,msg_share_narrow,0
s308,53,msg_share_narrow,45
s313,83,msg_share_narrow,4
s316,78,msg_share_narrow,65
s319,73,msg_share_narrow,81
s321,89,msg_share_narrow,81
s324,70,msg_share_narrow,2
s327,47,msg_share_narrow,63
s329,2,msg_share_narrow,100
s331,73,msg_share_narrow,56
s337,23,msg_share_narrow,6
s344,68,msg_share_narrow,73
s348,96,msg_share_narrow,77
s352,52,msg_share_narrow,93
s358,2,msg_share_narrow,19
