SID,article_number,value,Tone,Arousal,sharing_type,sharing
s046,55,it is very useful by using only limited plastic and made recycle the plastic we use,1,2,msg_share_broad,81
s046,56,the beginning of doing exercise will give more benefits and make improve in the cells,1,2,msg_share_narrow,68
s046,56,the beginning of doing exercise will give more benefits and make improve in the cells,1,2,msg_share_broad,72
s046,52,the eating of processed meat may cause breast cancer it will increase 9 percent risk of breast cancer,0,2,msg_share_narrow,69
s046,52,the eating of processed meat may cause breast cancer it will increase 9 percent risk of breast cancer,0,2,msg_share_broad,78
s046,50,the meat cause the increase in the cholesterol that cause affect in the heart disease affects personally,0,2,msg_share_narrow,67
s046,50,the meat cause the increase in the cholesterol that cause affect in the heart disease affects personally,0,2,msg_share_broad,95
s046,57,the plastic will not decompose in the land so easily so it cause the environment bad effects and affects every human personally,0,4,msg_share_narrow,84
s046,57,the plastic will not decompose in the land so easily so it cause the environment bad effects and affects every human personally,0,4,msg_share_broad,96
s046,59,the silicon valley starts up to change the land will be in the undewater,0,1,msg_share_narrow,68
s046,59,the silicon valley starts up to change the land will be in the undewater,0,1,msg_share_broad,78
s046,54,the weight which increases it may cause of getting cancer in our body affects personally,0,2,msg_share_narrow,76
s046,54,the weight which increases it may cause of getting cancer in our body affects personally,0,2,msg_share_broad,83
s046,58,"training make body fit but doing the interval and make with heart monitor make more easy and fun
",1,2,msg_share_narrow,69
s046,58,"training make body fit but doing the interval and make with heart monitor make more easy and fun
",1,2,msg_share_broad,86
s049,99,Climate change disasters will increase in frequency.,0,4,msg_share_broad,100
s049,99,Climate change disasters will increase in frequency.,0,4,msg_share_narrow,48
s049,94,Drinking less sugar drinks improves health.,1,2,msg_share_narrow,42
s049,94,Drinking less sugar drinks improves health.,1,2,msg_share_broad,71
s049,91,Europeans found the world to be hotter this year.,1,2,msg_share_broad,100
s049,91,Europeans found the world to be hotter this year.,1,2,msg_share_narrow,47
s049,93,It will keep them energized about renewable resources.,1,4,msg_share_narrow,59
s049,93,It will keep them energized about renewable resources.,1,4,msg_share_broad,70
s049,92,Parents affect childrens' health outcomes.,1,2,msg_share_broad,21
s049,92,Parents affect childrens' health outcomes.,1,2,msg_share_narrow,57
s049,97,People I know care about climate change a lot.,1,2,msg_share_narrow,54
s049,97,People I know care about climate change a lot.,1,2,msg_share_broad,67
s049,90,People I know might love someone with a hearing problem.,1,2,msg_share_broad,50
s049,90,People I know might love someone with a hearing problem.,1,2,msg_share_narrow,86
s049,95,People I know want climate change to be more acknowledged by the general public.,1,2,msg_share_broad,56
s049,95,People I know want climate change to be more acknowledged by the general public.,1,2,msg_share_narrow,69
s049,96,Someone I know might be dating someone else with an eating disorder.,0,2,msg_share_narrow,20
s049,96,Someone I know might be dating someone else with an eating disorder.,0,2,msg_share_broad,84
s049,98,Sports without much pressure on bones may not be good for them.,0,2,msg_share_narrow,72
s049,98,Sports without much pressure on bones may not be good for them.,0,2,msg_share_broad,86
s052,8,Since I am overweight this means a lot to me.,0,2,msg_share_broad,51
s052,8,Since I am overweight this means a lot to me.,0,2,msg_share_narrow,95
s052,3,Since I don't believe Climate Change is man made I am disapointed by the judge in this article.,0,2,msg_share_broad,11
s052,3,Since I don't believe Climate Change is man made I am disapointed by the judge in this article.,0,2,msg_share_narrow,12
s052,9,This article is about the affect Climate Change will have on our economy by 2100.,0,2,msg_share_broad,5
s052,9,This article is about the affect Climate Change will have on our economy by 2100.,0,2,msg_share_narrow,5
s052,5,This article is about two things....i.e. an olympic skier wants to save snow and Scientists win $1 million prize for mapping peat.,1,2,msg_share_broad,16
s052,5,This article is about two things....i.e. an olympic skier wants to save snow and Scientists win $1 million prize for mapping peat.,1,2,msg_share_narrow,79
s052,1,"This article is about wind turbines, drones, and climate change.",1,2,msg_share_broad,1
s052,1,"This article is about wind turbines, drones, and climate change.",1,2,msg_share_narrow,2
s052,2,This article is how to get kid's to eat healthy.,1,2,msg_share_narrow,8
s052,2,This article is how to get kid's to eat healthy.,1,2,msg_share_broad,9
s052,4,This article is important to me personally because I want to stay healthy.,1,2,msg_share_narrow,72
s052,4,This article is important to me personally because I want to stay healthy.,1,2,msg_share_broad,9
s052,7,This article matters to me personally because it is spreading fear and non-science thoughts on climate change which are not factually based.,0,2,msg_share_broad,6
s052,7,This article matters to me personally because it is spreading fear and non-science thoughts on climate change which are not factually based.,0,2,msg_share_narrow,6
s052,6,This articles describes why mice have shown that exercise may not be the key to weight loss.,0,2,msg_share_broad,14
s052,6,This articles describes why mice have shown that exercise may not be the key to weight loss.,0,2,msg_share_narrow,83
s052,0,This matters to me personally because I am trying to lose weight.,1,1,msg_share_broad,7
s052,0,This matters to me personally because I am trying to lose weight.,1,1,msg_share_narrow,99
s054,86,Exercise from an early age should be encouraged as it benefits a child's development.,1,2,msg_share_narrow,24
s054,86,Exercise from an early age should be encouraged as it benefits a child's development.,1,2,msg_share_broad,37
s054,89,I am belief that the highest calling of leadership is to respect the potential in others.,1,2,msg_share_broad,20
s054,89,I am belief that the highest calling of leadership is to respect the potential in others.,1,2,msg_share_narrow,5
s054,84,"It is very important topic in our life. We should follow Diet, smoking cessation, stress management and exercise. So we can reduce our heart attach chances.",1,2,msg_share_narrow,64
s054,84,"It is very important topic in our life. We should follow Diet, smoking cessation, stress management and exercise. So we can reduce our heart attach chances.",1,2,msg_share_broad,76
s054,80,"Statins are known to increase the risk for diabetes, and diabetes increases the risk for staphylococcus infections of the skin and underlying soft tissue",0,2,msg_share_narrow,21
s054,80,"Statins are known to increase the risk for diabetes, and diabetes increases the risk for staphylococcus infections of the skin and underlying soft tissue",0,2,msg_share_broad,29
s054,82,Symptoms of poor cardiovascular health may be linked to an increased risk for Parkinson's disease.,0,2,msg_share_broad,54
s054,82,Symptoms of poor cardiovascular health may be linked to an increased risk for Parkinson's disease.,0,2,msg_share_narrow,8
s054,87,The effect of the climate change. It will come big issue on next five years.,0,2,msg_share_narrow,18
s054,87,The effect of the climate change. It will come big issue on next five years.,0,2,msg_share_broad,54
s054,81,They discussed solution to rising global temperatures.,1,2,msg_share_narrow,10
s054,81,They discussed solution to rising global temperatures.,1,2,msg_share_broad,42
s054,88,"This is not proofed yet. Paints a picture of snake-oil sales, hyped-up claims and minuscule science",0,2,msg_share_broad,13
s054,88,"This is not proofed yet. Paints a picture of snake-oil sales, hyped-up claims and minuscule science",0,2,msg_share_narrow,9
s054,85,We need to save important heritage sites. It will go to destroy because of the global warming.,0,2,msg_share_narrow,26
s054,85,We need to save important heritage sites. It will go to destroy because of the global warming.,0,2,msg_share_broad,34
s054,83,We should encourage green power. Produced with little-to-no environmental impact. Everybody should grow plants. Green energy electricity plans and save is very important.,1,2,msg_share_narrow,25
s054,83,We should encourage green power. Produced with little-to-no environmental impact. Everybody should grow plants. Green energy electricity plans and save is very important.,1,2,msg_share_broad,41
s056,109,Children worldwide joined the fight against climate change.,1,4,msg_share_narrow,24
s056,109,Children worldwide joined the fight against climate change.,1,4,msg_share_broad,47
