SID,article_number,value,Tone,Arousal,sharing_type,sharing
s281,0,I’ve been having trouble losing weight. Maybe my breakfast is part of the problem!  I think I will try this strategy next week.,1,2,msg_share_narrow,62
s281,4,"I’ve really got to watch my sugar intake, because I do love my sweets and they are linked to lots of health problems.",0,2,msg_share_narrow,33
s281,4,"I’ve really got to watch my sugar intake, because I do love my sweets and they are linked to lots of health problems.",0,2,msg_share_broad,39
s281,9,Negative changes to the environment and the economy could have a negative effect on my overall quality of life going forward.,0,2,msg_share_broad,7
s281,9,Negative changes to the environment and the economy could have a negative effect on my overall quality of life going forward.,0,2,msg_share_narrow,7
s281,8,This article suggests that it matters more what you eat and not how much you eat.  It says you can eat larger portions of healthy foods.,1,2,msg_share_broad,50
s281,8,This article suggests that it matters more what you eat and not how much you eat.  It says you can eat larger portions of healthy foods.,1,2,msg_share_narrow,61
s281,2,This book will help parents learn how to make sure their kids eat healthy.,1,2,msg_share_broad,18
s281,2,This book will help parents learn how to make sure their kids eat healthy.,1,2,msg_share_narrow,18
s287,35,It matters because climate change is happening and it is affecting all of us and our future generations.,1,4,msg_share_broad,60
s287,35,It matters because climate change is happening and it is affecting all of us and our future generations.,1,4,msg_share_narrow,62
s287,33,It matters because I am one of those Americans staying home but I'm not saving energy at home.,1,2,msg_share_broad,7
s287,33,It matters because I am one of those Americans staying home but I'm not saving energy at home.,1,2,msg_share_narrow,9
s287,34,It matters to me because it makes me hopeful that if I exercise I can ward off dementia.,1,2,msg_share_broad,5
s287,34,It matters to me because it makes me hopeful that if I exercise I can ward off dementia.,1,2,msg_share_narrow,5
s287,37,It matters to me because it shows how if you prepare early you can ward off disasters.,1,2,msg_share_broad,22
s287,37,It matters to me because it shows how if you prepare early you can ward off disasters.,1,2,msg_share_narrow,3
s287,36,It's about how different people walk and the pace that they walk in.,1,2,msg_share_broad,3
s287,36,It's about how different people walk and the pace that they walk in.,1,2,msg_share_narrow,4
s287,38,The article is about having a better nights sleep when sleeping with their dog in the bedroom.,1,2,msg_share_broad,4
s287,38,The article is about having a better nights sleep when sleeping with their dog in the bedroom.,1,2,msg_share_narrow,6
s287,30,The article is about the consumption of fish making kids smarter.,1,2,msg_share_narrow,11
s287,30,The article is about the consumption of fish making kids smarter.,1,2,msg_share_broad,7
s287,39,There are toxic algal blooms that have overstayed their welcome and are killing Florida wildlife.,0,4,msg_share_broad,7
s287,39,There are toxic algal blooms that have overstayed their welcome and are killing Florida wildlife.,0,4,msg_share_narrow,7
s287,31,This article is about helping the earth consume less and a Democratic plan to address the issue of the climate changing.,1,2,msg_share_broad,46
s287,31,This article is about helping the earth consume less and a Democratic plan to address the issue of the climate changing.,1,2,msg_share_narrow,64
s287,32,This matters to me because I drink a lot of sugary drinks and it helps me think about cutting down my consumption of them.,1,2,msg_share_broad,45
s287,32,This matters to me because I drink a lot of sugary drinks and it helps me think about cutting down my consumption of them.,1,2,msg_share_narrow,47
s292,77,"A Canadian zoologist blogs that climate change is threatening polar bears, in opposition to what the denialists are saying.",0,4,msg_share_broad,1
s292,77,"A Canadian zoologist blogs that climate change is threatening polar bears, in opposition to what the denialists are saying.",0,4,msg_share_narrow,70
s292,70,A wealthy Korean grandmother and her grandchild save money with McDonald's fast food upon relocating to California.,1,2,msg_share_narrow,10
s292,70,A wealthy Korean grandmother and her grandchild save money with McDonald's fast food upon relocating to California.,1,2,msg_share_broad,4
s292,71,Automakers plans could affect the climate we live in.,0,2,msg_share_broad,0
s292,71,Automakers plans could affect the climate we live in.,0,2,msg_share_narrow,33
s292,76,Our advancing age may not cause us to physically slow down as much as we thought.,1,2,msg_share_narrow,100
s292,76,Our advancing age may not cause us to physically slow down as much as we thought.,1,2,msg_share_broad,3
s292,74,Our digestive system and weight management might be helped by taking a pill made from bacteria in the gut.,1,2,msg_share_broad,3
s292,74,Our digestive system and weight management might be helped by taking a pill made from bacteria in the gut.,1,2,msg_share_narrow,85
s292,75,The elections have consequences regarding what will be done about climate change and how much it may cost taxpayers.,0,2,msg_share_broad,2
s292,75,The elections have consequences regarding what will be done about climate change and how much it may cost taxpayers.,0,2,msg_share_narrow,62
s292,79,There's way more plastic in the Pacific Ocean than previously thought.,0,4,msg_share_narrow,58
s292,79,There's way more plastic in the Pacific Ocean than previously thought.,0,4,msg_share_broad,7
s292,78,We may be able to cut down on exercise to help us lose weight.,1,2,msg_share_broad,4
s292,78,We may be able to cut down on exercise to help us lose weight.,1,2,msg_share_narrow,60
s292,72,"We might be able to improve our digestive system by running, according to testing done on mice.",1,2,msg_share_broad,1
s292,72,"We might be able to improve our digestive system by running, according to testing done on mice.",1,2,msg_share_narrow,100
s292,73,We might get financial help to purchase electric and hybrid vehicles if Democratic climate change proposal passes.,1,2,msg_share_broad,1
s292,73,We might get financial help to purchase electric and hybrid vehicles if Democratic climate change proposal passes.,1,2,msg_share_narrow,66
s295,106,About the rise of sleep apnea,0,2,msg_share_narrow,22
s295,106,About the rise of sleep apnea,0,2,msg_share_broad,30
s295,103,Because air pollution affects everyone.,1,2,msg_share_broad,33
s295,103,Because air pollution affects everyone.,1,2,msg_share_narrow,55
s295,108,Because it's about health and risks if people weigh too much.,0,2,msg_share_narrow,23
s295,108,Because it's about health and risks if people weigh too much.,0,2,msg_share_broad,29
s295,105,Because many of the people I know live in these areas,0,1,msg_share_narrow,4
s295,105,Because many of the people I know live in these areas,0,1,msg_share_broad,57
s295,109,Because many people are affected by climate,0,2,msg_share_broad,60
s295,109,Because many people are affected by climate,0,2,msg_share_narrow,68
s295,107,Because most of the people I know use deodorant,1,1,msg_share_broad,31
s295,107,Because most of the people I know use deodorant,1,1,msg_share_narrow,32
s295,102,GMOs and people that oppose them don't know that much about them.,0,2,msg_share_broad,13
s295,102,GMOs and people that oppose them don't know that much about them.,0,2,msg_share_narrow,15
s295,100,It's about having a strong immune system,1,2,msg_share_broad,22
s295,100,It's about having a strong immune system,1,2,msg_share_narrow,28
s295,104,It's about using AI to prevent breast cancer.,1,2,msg_share_narrow,17
s295,104,It's about using AI to prevent breast cancer.,1,2,msg_share_broad,6
s295,101,Vaquita porpoises are endangered,1,1,msg_share_narrow,60
s295,101,Vaquita porpoises are endangered,1,1,msg_share_broad,66
s299,23,Americans still build homes in flood zones despite the awareness of climate change.,0,2,msg_share_broad,70
s299,23,Americans still build homes in flood zones despite the awareness of climate change.,0,2,msg_share_narrow,70
s299,21,Because people I know care about well-being of people around the world as well as fairness and justice in society.,1,2,msg_share_narrow,100
s299,21,Because people I know care about well-being of people around the world as well as fairness and justice in society.,1,2,msg_share_broad,76
s299,28,Deli meats increase risk of colon cancer.,0,2,msg_share_broad,100
s299,28,Deli meats increase risk of colon cancer.,0,2,msg_share_narrow,100
s299,24,"In order to fight cancer we must educate ourselves about what ""best"" we are facing",1,2,msg_share_broad,100
s299,24,"In order to fight cancer we must educate ourselves about what ""best"" we are facing",1,2,msg_share_narrow,100
s299,22,It's important to know nutritional and health information in order to safeguard our bodies from illnesses and cancer.,1,2,msg_share_broad,100
s299,22,It's important to know nutritional and health information in order to safeguard our bodies from illnesses and cancer.,1,2,msg_share_narrow,100
s299,20,It's very important to be mindful regrading food waste.,1,2,msg_share_broad,100
s299,20,It's very important to be mindful regrading food waste.,1,2,msg_share_narrow,100
s299,29,Oil industry's Secret campaign is trying to bend US car emissions rules,0,4,msg_share_broad,100
s299,29,Oil industry's Secret campaign is trying to bend US car emissions rules,0,4,msg_share_narrow,100
s299,27,People can take action to preserve our planet and inspire change!,1,4,msg_share_broad,0
s299,27,People can take action to preserve our planet and inspire change!,1,4,msg_share_narrow,0
s299,25,This article is about floods  and climate changes.,0,2,msg_share_broad,0
s299,25,This article is about floods  and climate changes.,0,2,msg_share_narrow,0
s299,26,Veganism can also be damaging for the body.,0,2,msg_share_broad,100
s299,26,Veganism can also be damaging for the body.,0,2,msg_share_narrow,100
s301,68,Bananas replacing sports drinks.,1,2,msg_share_broad,1
s301,68,Bananas replacing sports drinks.,1,2,msg_share_narrow,1
s301,65,It is about the climate change activist Greta.,1,2,msg_share_broad,1
s301,65,It is about the climate change activist Greta.,1,2,msg_share_narrow,1
s301,67,It is important for us to recycle in order to protect the environment.,1,2,msg_share_broad,1
s301,67,It is important for us to recycle in order to protect the environment.,1,2,msg_share_narrow,1
s301,69,It is important to me to use sustainable products and recycle and materials.,1,2,msg_share_broad,1
s301,69,It is important to me to use sustainable products and recycle and materials.,1,2,msg_share_narrow,1
s301,63,It is important to protect people and property from the threat of wildfires.,1,2,msg_share_narrow,1
s301,63,It is important to protect people and property from the threat of wildfires.,1,2,msg_share_broad,2
s301,64,It is important to state healthy.,1,1,msg_share_broad,1
s301,64,It is important to state healthy.,1,1,msg_share_narrow,1
s301,62,It isn't necessary to always compete with one another.,1,2,msg_share_broad,0
s301,62,It isn't necessary to always compete with one another.,1,2,msg_share_narrow,0
s301,66,The downsides of a gluten free diet.,0,2,msg_share_broad,1
s301,66,The downsides of a gluten free diet.,0,2,msg_share_narrow,1
s301,61,This article is about arctic drilling.,1,1,msg_share_broad,0
s301,61,This article is about arctic drilling.,1,1,msg_share_narrow,0
s301,60,Using vitamin D to increase tooth enamel in your baby while pregnant.,1,2,msg_share_broad,1
s301,60,Using vitamin D to increase tooth enamel in your baby while pregnant.,1,2,msg_share_narrow,1
s305,99,Climate change will lead to simultaneous disasters,0,4,msg_share_broad,0
s305,99,Climate change will lead to simultaneous disasters,0,4,msg_share_narrow,0
s305,90,Hearing loss leads to more accidents.,0,2,msg_share_broad,0
s305,90,Hearing loss leads to more accidents.,0,2,msg_share_narrow,58
s305,91,"I live in a city that has flooded a lot recently, so I am worried about how heat waves will impact me",0,4,msg_share_broad,0
s305,91,"I live in a city that has flooded a lot recently, so I am worried about how heat waves will impact me",0,4,msg_share_narrow,4
s305,94,I try to avoid sugar so seeing how it is beneficial is nice.,1,2,msg_share_broad,0
s305,94,I try to avoid sugar so seeing how it is beneficial is nice.,1,2,msg_share_narrow,33
s305,92,I want to be a parent one day so this might be something to know,1,2,msg_share_broad,0
s305,92,I want to be a parent one day so this might be something to know,1,2,msg_share_narrow,11
s305,95,I work in the energy industry so I am curious about these campaign ads,1,2,msg_share_broad,0
s305,95,I work in the energy industry so I am curious about these campaign ads,1,2,msg_share_narrow,23
s305,96,If I knew someone with an eating disorder I would want to know how I could help them,1,2,msg_share_broad,0
s305,96,If I knew someone with an eating disorder I would want to know how I could help them,1,2,msg_share_narrow,0
s305,98,Low impact sports for exercise might make bones weaker in old age,0,2,msg_share_broad,0
s305,98,Low impact sports for exercise might make bones weaker in old age,0,2,msg_share_narrow,75
s305,93,Solar power is still a small portion of total electricity,1,1,msg_share_broad,0
s305,93,Solar power is still a small portion of total electricity,1,1,msg_share_narrow,0
s305,97,Stories of how climate change has affected people,1,2,msg_share_broad,0
s305,97,Stories of how climate change has affected people,1,2,msg_share_narrow,0
s308,53,About people's interest on insurance against disaster.,1,2,msg_share_narrow,45
s308,53,About people's interest on insurance against disaster.,1,2,msg_share_broad,85
s308,57,About the preference in usage of plastic or paper bags in grocery store.,1,2,msg_share_narrow,65
s308,57,About the preference in usage of plastic or paper bags in grocery store.,1,2,msg_share_broad,88
s308,52,I am not a fan of processed meats!!,0,1,msg_share_broad,65
s308,52,I am not a fan of processed meats!!,0,1,msg_share_narrow,85
s308,56,I need to exercise more to reduce my weight.,0,2,msg_share_narrow,51
s308,56,I need to exercise more to reduce my weight.,0,2,msg_share_broad,84
s308,51,It helps me to live in a safe world.,1,2,msg_share_narrow,54
s308,51,It helps me to live in a safe world.,1,2,msg_share_broad,84
s308,58,It is about high intensity interval training tool.,1,2,msg_share_narrow,62
s308,58,It is about high intensity interval training tool.,1,2,msg_share_broad,71
s308,50,It is about meat consumption and cholesterol level.,0,2,msg_share_narrow,64
s308,50,It is about meat consumption and cholesterol level.,0,2,msg_share_broad,80
s308,55,It is about usage of single-use plastics.,1,2,msg_share_broad,68
s308,55,It is about usage of single-use plastics.,1,2,msg_share_narrow,91
s308,59,It matters to me because I can be affected by climate change in 20 years.,1,2,msg_share_broad,73
s308,59,It matters to me because I can be affected by climate change in 20 years.,1,2,msg_share_narrow,94
s308,54,It matters to me because I want to be health and weight conscious.,1,2,msg_share_narrow,54
s308,54,It matters to me because I want to be health and weight conscious.,1,2,msg_share_broad,92
s313,82,I have abdominal obesity.,0,1,msg_share_broad,2
s313,82,I have abdominal obesity.,0,1,msg_share_narrow,4
s313,80,I like to learn about the scams of Big Pharma.,1,2,msg_share_broad,2
s313,80,I like to learn about the scams of Big Pharma.,1,2,msg_share_narrow,2
s313,83,I like to learn about what the corporations are selling.,1,2,msg_share_broad,3
s313,83,I like to learn about what the corporations are selling.,1,2,msg_share_narrow,4
s313,81,I personally like to learn about the new scams that the powers that be are trying to scam society with.,0,2,msg_share_broad,3
s313,81,I personally like to learn about the new scams that the powers that be are trying to scam society with.,0,2,msg_share_narrow,3
s313,89,I think it is good to keep environmental zealotry limited and reduced.,0,2,msg_share_broad,31
s313,89,I think it is good to keep environmental zealotry limited and reduced.,0,2,msg_share_narrow,37
s313,85,It is about ancient places that might be harmed in the future.,1,2,msg_share_broad,3
s313,85,It is about ancient places that might be harmed in the future.,1,2,msg_share_narrow,5
s313,86,Possible benefits of a before-school exercise program.,1,2,msg_share_broad,1
s313,86,Possible benefits of a before-school exercise program.,1,2,msg_share_narrow,3
s313,87,"Some large companies say that ""climate change"" could harm their future bottom lines.",1,2,msg_share_broad,5
s313,87,"Some large companies say that ""climate change"" could harm their future bottom lines.",1,2,msg_share_narrow,5
s313,84,The possibility of diet and exercise reduce artery plaque.,1,2,msg_share_broad,3
s313,84,The possibility of diet and exercise reduce artery plaque.,1,2,msg_share_narrow,3
s313,88,The unknown aspects of CBD.,1,2,msg_share_broad,3
s313,88,The unknown aspects of CBD.,1,2,msg_share_narrow,4
s316,74,A recent study has found that a probiotic may help fight obesity in people with metabolic issues.,1,2,msg_share_broad,1
s316,74,A recent study has found that a probiotic may help fight obesity in people with metabolic issues.,1,2,msg_share_narrow,86
s316,70,It is about a change in economic status and the use of McDonalds to make their money go further.,1,2,msg_share_broad,0
s316,70,It is about a change in economic status and the use of McDonalds to make their money go further.,1,2,msg_share_narrow,35
s316,77,The article focuses on misinformation related to the climate change debate.,0,2,msg_share_broad,0
s316,77,The article focuses on misinformation related to the climate change debate.,0,2,msg_share_narrow,63
s316,75,The article is a summation of the election results relative to climate change issues.,1,2,msg_share_broad,0
s316,75,The article is a summation of the election results relative to climate change issues.,1,2,msg_share_narrow,32
s316,78,The article is about how we offset calorie burn from exercise with increased eating which ultimately causes weight gain instead of loss.,0,2,msg_share_broad,1
s316,78,The article is about how we offset calorie burn from exercise with increased eating which ultimately causes weight gain instead of loss.,0,2,msg_share_narrow,65
s316,79,The article is about the floating garbage field in the pacific ocean and how it is much larger and faster growing than thought.,0,4,msg_share_narrow,0
s316,79,The article is about the floating garbage field in the pacific ocean and how it is much larger and faster growing than thought.,0,4,msg_share_broad,2
s316,76,The article is about the misperception that we must slow significantly as we age.,1,2,msg_share_broad,1
s316,76,The article is about the misperception that we must slow significantly as we age.,1,2,msg_share_narrow,70
s316,72,The article is about whether gut bacteria could improve running speeds in people.,1,2,msg_share_broad,0
s316,72,The article is about whether gut bacteria could improve running speeds in people.,1,2,msg_share_narrow,79
s316,71,This article is confusing on its intent.  I believe it is about climate change perspectives of automakers.,0,2,msg_share_broad,1
s316,71,This article is confusing on its intent.  I believe it is about climate change perspectives of automakers.,0,2,msg_share_narrow,4
s316,73,This article states that Senator Schumer has proposed a bill to incentivize people to buy more eco-friendly cars.,1,2,msg_share_broad,2
s316,73,This article states that Senator Schumer has proposed a bill to incentivize people to buy more eco-friendly cars.,1,2,msg_share_narrow,28
s319,78,Health tip is very important,1,1,msg_share_narrow,79
s319,78,Health tip is very important,1,1,msg_share_broad,83
s319,72,Physical exercise is very important to human health,1,2,msg_share_narrow,87
s319,72,Physical exercise is very important to human health,1,2,msg_share_broad,99
s319,77,This article is about canadian zoologist,1,1,msg_share_narrow,83
s319,77,This article is about canadian zoologist,1,1,msg_share_broad,90
s319,73,This article is about climate change proposal,1,1,msg_share_narrow,81
s319,73,This article is about climate change proposal,1,1,msg_share_broad,92
s319,70,This article is very attractive,1,2,msg_share_narrow,73
s319,70,This article is very attractive,1,2,msg_share_broad,84
s319,74,This article is very helpful,1,1,msg_share_narrow,73
s319,74,This article is very helpful,1,1,msg_share_broad,92
s319,76,This article is very motivational,1,4,msg_share_narrow,69
s319,76,This article is very motivational,1,4,msg_share_broad,84
s319,79,This is about garbage patch,1,2,msg_share_narrow,87
s319,79,This is about garbage patch,1,2,msg_share_broad,95
s319,71,This is about the climate change and it is very useful,1,2,msg_share_broad,80
s319,71,This is about the climate change and it is very useful,1,2,msg_share_narrow,94
s319,75,This news was very helpful,1,1,msg_share_narrow,87
s319,75,This news was very helpful,1,1,msg_share_broad,95
s321,83,Because I am an activists,0,1,msg_share_narrow,74
s321,83,Because I am an activists,0,1,msg_share_broad,87
s321,89,I am a professional Lawmaker,1,1,msg_share_narrow,81
s321,89,I am a professional Lawmaker,1,1,msg_share_broad,89
s321,81,I am belong San Francisco,0,1,msg_share_broad,74
s321,81,I am belong San Francisco,0,1,msg_share_narrow,80
s321,86,I have my children studying these program,1,1,msg_share_broad,82
s321,86,I have my children studying these program,1,1,msg_share_narrow,85
s321,85,This article is about climate change.,0,2,msg_share_narrow,76
s321,85,This article is about climate change.,0,2,msg_share_broad,83
s321,87,This article is about company related risks,0,1,msg_share_broad,71
s321,87,This article is about company related risks,0,1,msg_share_narrow,81
s321,82,This article is about heart disease,0,1,msg_share_broad,69
s321,82,This article is about heart disease,0,1,msg_share_narrow,83
s321,84,This article is about lifestyle,1,1,msg_share_narrow,75
s321,84,This article is about lifestyle,1,1,msg_share_broad,85
s321,80,This article is about skin infections.,1,1,msg_share_broad,73
s321,80,This article is about skin infections.,1,1,msg_share_narrow,75
s321,88,this has lot of claims,0,2,msg_share_broad,75
s321,88,this has lot of claims,0,2,msg_share_narrow,82
s324,77,"A zoologist wrote that polar bears are fine, climate scientists disagree.",0,2,msg_share_broad,1
s324,77,"A zoologist wrote that polar bears are fine, climate scientists disagree.",0,2,msg_share_narrow,2
s324,71,Automakers and climate change.,1,2,msg_share_broad,2
s324,71,Automakers and climate change.,1,2,msg_share_narrow,2
s324,76,Because I an 56 and am slowly slowing down.,0,1,msg_share_broad,31
s324,76,Because I an 56 and am slowly slowing down.,0,1,msg_share_narrow,52
s324,74,Heavy people may benefit from a probiotic for obesity.,1,2,msg_share_narrow,2
s324,74,Heavy people may benefit from a probiotic for obesity.,1,2,msg_share_broad,63
s324,70,I does not at all. I never go to McDonalds or been to Korea.,0,1,msg_share_narrow,2
s324,70,I does not at all. I never go to McDonalds or been to Korea.,0,1,msg_share_broad,3
s324,73,It does not apply to me because I believe climate change is made up for political agendas from the left.,0,2,msg_share_broad,1
s324,73,It does not apply to me because I believe climate change is made up for political agendas from the left.,0,2,msg_share_narrow,2
s324,78,Many people don't lose weight when they exercise because they also eat more.,0,2,msg_share_narrow,21
s324,78,Many people don't lose weight when they exercise because they also eat more.,0,2,msg_share_broad,79
s324,72,Talks about a gut bacteria that could make people run faster.,1,2,msg_share_broad,0
s324,72,Talks about a gut bacteria that could make people run faster.,1,2,msg_share_narrow,1
s324,79,The great garbage patch of the Pacific is growing.,0,2,msg_share_narrow,0
s324,79,The great garbage patch of the Pacific is growing.,0,2,msg_share_broad,24
s324,75,They put climate change issues on the election ballots.,1,2,msg_share_broad,0
s324,75,They put climate change issues on the election ballots.,1,2,msg_share_narrow,0
s327,43,about the environment impact by coal consuming,0,2,msg_share_broad,53
s327,43,about the environment impact by coal consuming,0,2,msg_share_narrow,61
s327,47,cheap reusable cleaning products,1,1,msg_share_narrow,63
s327,47,cheap reusable cleaning products,1,1,msg_share_broad,68
s327,41,climate control target not achieved so far,0,2,msg_share_narrow,52
s327,41,climate control target not achieved so far,0,2,msg_share_broad,58
s327,46,health food for to prevent kidney stones ill,0,2,msg_share_narrow,78
s327,46,health food for to prevent kidney stones ill,0,2,msg_share_broad,83
s327,48,person's weight control,1,1,msg_share_broad,17
s327,48,person's weight control,1,1,msg_share_narrow,40
s327,49,plastic recycling is not real recycled,0,2,msg_share_broad,56
s327,49,plastic recycling is not real recycled,0,2,msg_share_narrow,63
s327,42,relate to cooking as every day essential work revolved,1,1,msg_share_narrow,72
s327,42,relate to cooking as every day essential work revolved,1,1,msg_share_broad,76
s327,45,relate to the ultimate sports fans,1,2,msg_share_broad,12
s327,45,relate to the ultimate sports fans,1,2,msg_share_narrow,45
s327,44,the baby feed with solid food will sleep longer than others,1,2,msg_share_broad,73
s327,44,the baby feed with solid food will sleep longer than others,1,2,msg_share_narrow,76
s327,40,traditional healthy tip usually misleading person's concept,0,1,msg_share_broad,81
s327,40,traditional healthy tip usually misleading person's concept,0,1,msg_share_narrow,82
s329,5,"Again it just says ""Snippet"" for the headline just like headline number 9.  Also on headline 8 it jumped ahead before I could finish.",0,2,msg_share_broad,0
s329,5,"Again it just says ""Snippet"" for the headline just like headline number 9.  Also on headline 8 it jumped ahead before I could finish.",0,2,msg_share_narrow,0
s329,4,Sugar is extremely BAD for you in multiple ways.,0,2,msg_share_broad,0
s329,4,Sugar is extremely BAD for you in multiple ways.,0,2,msg_share_narrow,0
s329,3,This article is about a federal judge throwing out an Exxon Mobil lawsuit against attorneys general in New York.,0,2,msg_share_broad,0
s329,3,This article is about a federal judge throwing out an Exxon Mobil lawsuit against attorneys general in New York.,0,2,msg_share_narrow,0
s329,8,This article is about eating Quality foods for weight loss.,1,1,msg_share_broad,0
s329,8,This article is about eating Quality foods for weight loss.,1,1,msg_share_narrow,0
s329,1,"This article is about Wind Turbines, drones and the need for America to change it's attitude towards climate.",1,4,msg_share_broad,0
s329,1,"This article is about Wind Turbines, drones and the need for America to change it's attitude towards climate.",1,4,msg_share_narrow,0
s329,7,This article is important to people I know because it is addressing one of the issues of climate change.  This is not only important to the people I know but everyone on the planet.  It is important because if we do not address it our species could become extinct.,0,4,msg_share_broad,0
s329,7,This article is important to people I know because it is addressing one of the issues of climate change.  This is not only important to the people I know but everyone on the planet.  It is important because if we do not address it our species could become extinct.,0,4,msg_share_narrow,100
s329,9,This article matters to people I know because both of those issues are key to survival.  The environment is key to the survival of our species and the other is survival economically.,1,4,msg_share_broad,0
s329,9,This article matters to people I know because both of those issues are key to survival.  The environment is key to the survival of our species and the other is survival economically.,1,4,msg_share_narrow,54
s329,0,This article matters to people I know because eve,0,2,msg_share_broad,0
s329,0,This article matters to people I know because eve,0,2,msg_share_narrow,0
s329,6,This article matters to people I know because it concerns their health.,1,2,msg_share_broad,0
s329,6,This article matters to people I know because it concerns their health.,1,2,msg_share_narrow,100
s329,2,This article matters to some people I know because they have young children or grandchildren and this would be helpful on gaining knowledge on healthy eating.,1,2,msg_share_broad,0
s329,2,This article matters to some people I know because they have young children or grandchildren and this would be helpful on gaining knowledge on healthy eating.,1,2,msg_share_narrow,100
s331,73,Carbon emission is the main cause for the global warming.,0,2,msg_share_broad,50
s331,73,Carbon emission is the main cause for the global warming.,0,2,msg_share_narrow,56
s331,71,Every one should has the responsible in the climate change.,0,2,msg_share_broad,47
s331,71,Every one should has the responsible in the climate change.,0,2,msg_share_narrow,72
s331,77,ices are melting due to global warming.,0,2,msg_share_broad,58
s331,77,ices are melting due to global warming.,0,2,msg_share_narrow,72
s331,78,maintain proper diet ant is the slow process.,0,1,msg_share_broad,55
s331,78,maintain proper diet ant is the slow process.,0,1,msg_share_narrow,68
s331,74,Supplements fulfill the nutrition and helps for the body.,1,1,msg_share_broad,48
s331,74,Supplements fulfill the nutrition and helps for the body.,1,1,msg_share_narrow,64
s331,72,Taking supplement is healthier way and increase the nutrition.,1,2,msg_share_broad,56
s331,72,Taking supplement is healthier way and increase the nutrition.,1,2,msg_share_narrow,68
s331,70,The food was yummy and tasty!,1,4,msg_share_broad,48
s331,70,The food was yummy and tasty!,1,4,msg_share_narrow,66
s331,79,Wastages should be recycled and should not pollute the water.,1,2,msg_share_narrow,42
s331,79,Wastages should be recycled and should not pollute the water.,1,2,msg_share_broad,59
s331,75,We should reduce the emission of carbon dioxide.,1,2,msg_share_broad,52
s331,75,We should reduce the emission of carbon dioxide.,1,2,msg_share_narrow,72
s331,76,Workout is make us fit and healthy.,1,2,msg_share_narrow,43
s331,76,Workout is make us fit and healthy.,1,2,msg_share_broad,65
s337,24,"A cancer researcher discusses his new company which aims to treat multiple myeloma using an crowdsourced, individualized approach. His perspective includes being both a researcher and cancer patient himself.",1,4,msg_share_broad,11
s337,24,"A cancer researcher discusses his new company which aims to treat multiple myeloma using an crowdsourced, individualized approach. His perspective includes being both a researcher and cancer patient himself.",1,4,msg_share_narrow,2
s337,23,A study uncovers that Americans are building new homes in flood plains at a faster rate than alternative locations. These new homes are at high risk of experiencing flood damage.,0,4,msg_share_broad,0
s337,23,A study uncovers that Americans are building new homes in flood plains at a faster rate than alternative locations. These new homes are at high risk of experiencing flood damage.,0,4,msg_share_narrow,6
s337,20,Chef Tom Colicchio suggests only buying produce you will use today when shopping at a farmer's market. This can help reduce food waste.,1,2,msg_share_broad,36
s337,20,Chef Tom Colicchio suggests only buying produce you will use today when shopping at a farmer's market. This can help reduce food waste.,1,2,msg_share_narrow,5
s337,21,"Coal power is one of the largest and most polluting energy sources available. The air circulates around the world, so increasing supply may decrease prices and ramp up demand, and pollute the air I breathe. It would also worsen conditions I experience with climate change.",0,4,msg_share_narrow,12
s337,21,"Coal power is one of the largest and most polluting energy sources available. The air circulates around the world, so increasing supply may decrease prices and ramp up demand, and pollute the air I breathe. It would also worsen conditions I experience with climate change.",0,4,msg_share_broad,28
s337,25,I guess that this could push people into higher density living as usable land decreases. I like having a modest amount of space to live in and the reduced traffic from a moderate level of population density.,1,2,msg_share_broad,0
s337,25,I guess that this could push people into higher density living as usable land decreases. I like having a modest amount of space to live in and the reduced traffic from a moderate level of population density.,1,2,msg_share_narrow,0
s337,28,I would be curious how strong the evidence to support this is because I consume some deli meats in small quantities. I wouldn't want to get cancer and I could learn how to reduce my risk of it.,1,2,msg_share_broad,0
s337,28,I would be curious how strong the evidence to support this is because I consume some deli meats in small quantities. I wouldn't want to get cancer and I could learn how to reduce my risk of it.,1,2,msg_share_narrow,0
s337,26,The article explains how a vegan diet is not compatible with the disease of gout. It suggests that the solution is giving up some healthy foods the author loves.,0,2,msg_share_broad,0
s337,26,The article explains how a vegan diet is not compatible with the disease of gout. It suggests that the solution is giving up some healthy foods the author loves.,0,2,msg_share_narrow,0
s337,22,The article explains the health benefits of eating plant-based foods high in flavonoids. It may help prevent death due to cancer and cardiovascular disease.,1,4,msg_share_broad,0
s337,22,The article explains the health benefits of eating plant-based foods high in flavonoids. It may help prevent death due to cancer and cardiovascular disease.,1,4,msg_share_narrow,0
s337,27,"The current, outgoing US administration has failed to take the dangers and costs related to climate change seriously. I feel it's important that others keep the issue in the spotlight, and get change done wherever it is possible. I support protests like this, which can pressure industry and states to take up action where the federal government has failed. The quicker the problems are addressed, both the cheaper and more progress can be made.",1,4,msg_share_broad,51
s337,27,"The current, outgoing US administration has failed to take the dangers and costs related to climate change seriously. I feel it's important that others keep the issue in the spotlight, and get change done wherever it is possible. I support protests like this, which can pressure industry and states to take up action where the federal government has failed. The quicker the problems are addressed, both the cheaper and more progress can be made.",1,4,msg_share_narrow,7
s337,29,"This is primarily an attack on my home state, California, which was granted a waiver for decades to control pollution. Pollution is linked to health problems and increased risk of death, and rolling back emissions standards would affect me personally.",0,4,msg_share_narrow,3
