"study","group","pID","msg_condition","msg_number","msg_content","msg_valence","msg_medium","scale_name","item","value"
"bbprime_causal","comment","bbprime_causal_s053","control",59,"climate",NA,"news","msg_share_broad","4",12
"bbprime_causal","untimed","bbprime_causal_s054","social",3,"health",NA,"news","msg_share_broad","4",100
"bbprime_causal","timed","bbprime_causal_s055","self",78,"health",NA,"news","msg_share_broad","4",15
"bbprime_causal","untimed","bbprime_causal_s056","control",64,"health",NA,"news","msg_share_broad","4",0
"bbprime_causal","comment","bbprime_causal_s057","social",5,"health",NA,"news","msg_share_broad","4",64
"bbprime_causal","timed","bbprime_causal_s058","social",50,"climate",NA,"news","msg_share_broad","4",3
"bbprime_causal","timed","bbprime_causal_s059","self",92,"climate",NA,"news","msg_share_broad","4",100
"bbprime_causal","timed","bbprime_causal_s060","social",88,"health",NA,"news","msg_share_broad","4",15
"bbprime_causal","untimed","bbprime_causal_s061","self",35,"health",NA,"news","msg_share_broad","4",24
"bbprime_causal","untimed","bbprime_causal_s062","control",16,"health",NA,"news","msg_share_broad","4",78
"bbprime_causal","comment","bbprime_causal_s063","social",17,"health",NA,"news","msg_share_broad","4",98
"bbprime_causal","comment","bbprime_causal_s064","control",24,"health",NA,"news","msg_share_broad","4",0
"bbprime_causal","timed","bbprime_causal_s065","social",64,"health",NA,"news","msg_share_broad","4",0
"bbprime_causal","comment","bbprime_causal_s066","control",5,"health",NA,"news","msg_share_broad","4",0
"bbprime_causal","comment","bbprime_causal_s067","social",24,"health",NA,"news","msg_share_broad","4",0
"bbprime_causal","untimed","bbprime_causal_s068","self",59,"climate",NA,"news","msg_share_broad","4",1
"bbprime_causal","timed","bbprime_causal_s069","control",46,"climate",NA,"news","msg_share_broad","4",11
"bbprime_causal","timed","bbprime_causal_s070","control",3,"health",NA,"news","msg_share_broad","4",44
"bbprime_causal","untimed","bbprime_causal_s071","social",88,"health",NA,"news","msg_share_broad","4",2
"bbprime_causal","comment","bbprime_causal_s072","control",83,"health",NA,"news","msg_share_broad","4",16
"bbprime_causal","timed","bbprime_causal_s073","social",94,"health",NA,"news","msg_share_broad","4",28
"bbprime_causal","untimed","bbprime_causal_s074","control",6,"climate",NA,"news","msg_share_broad","4",10
"bbprime_causal","untimed","bbprime_causal_s075","self",22,"climate",NA,"news","msg_share_broad","4",0
"bbprime_causal","comment","bbprime_causal_s076","social",47,"climate",NA,"news","msg_share_broad","4",1
"bbprime_causal","timed","bbprime_causal_s077","social",26,"climate",NA,"news","msg_share_broad","4",62
"bbprime_causal","untimed","bbprime_causal_s078","social",69,"health",NA,"news","msg_share_broad","4",4
"bbprime_causal","untimed","bbprime_causal_s079","control",72,"climate",NA,"news","msg_share_broad","4",83
"bbprime_causal","untimed","bbprime_causal_s080","control",59,"climate",NA,"news","msg_share_broad","4",100
"bbprime_causal","untimed","bbprime_causal_s081","control",54,"health",NA,"news","msg_share_broad","4",29
"bbprime_causal","untimed","bbprime_causal_s082","social",47,"climate",NA,"news","msg_share_broad","4",0
"bbprime_causal","timed","bbprime_causal_s083","self",45,"climate",NA,"news","msg_share_broad","4",94
"bbprime_causal","comment","bbprime_causal_s084","self",27,"climate",NA,"news","msg_share_broad","4",49
"bbprime_causal","untimed","bbprime_causal_s085","self",53,"climate",NA,"news","msg_share_broad","4",93
"bbprime_causal","untimed","bbprime_causal_s086","control",24,"health",NA,"news","msg_share_broad","4",81
"bbprime_causal","timed","bbprime_causal_s087","social",4,"climate",NA,"news","msg_share_broad","4",58
"bbprime_causal","comment","bbprime_causal_s088","control",17,"health",NA,"news","msg_share_broad","4",14
"bbprime_causal","timed","bbprime_causal_s089","control",77,"climate",NA,"news","msg_share_broad","4",0
"bbprime_causal","comment","bbprime_causal_s090","social",16,"health",NA,"news","msg_share_broad","4",0
"bbprime_causal","untimed","bbprime_causal_s091","control",73,"climate",NA,"news","msg_share_broad","4",0
"bbprime_causal","untimed","bbprime_causal_s092","control",78,"health",NA,"news","msg_share_broad","4",71
"bbprime_causal","untimed","bbprime_causal_s093","self",12,"climate",NA,"news","msg_share_broad","4",1
"bbprime_causal","comment","bbprime_causal_s094","self",90,"climate",NA,"news","msg_share_broad","4",1
"bbprime_causal","comment","bbprime_causal_s095","social",6,"climate",NA,"news","msg_share_broad","4",76
"bbprime_causal","untimed","bbprime_causal_s096","social",26,"climate",NA,"news","msg_share_broad","4",30
"bbprime_causal","comment","bbprime_causal_s097","control",75,"health",NA,"news","msg_share_broad","4",0
"bbprime_causal","untimed","bbprime_causal_s098","self",36,"health",NA,"news","msg_share_broad","4",0
"bbprime_causal","untimed","bbprime_causal_s099","self",47,"climate",NA,"news","msg_share_broad","4",36
"bbprime_causal","untimed","bbprime_causal_s100","self",17,"health",NA,"news","msg_share_broad","4",11
"bbprime_causal","comment","bbprime_causal_s101","self",19,"climate",NA,"news","msg_share_broad","4",24
"bbprime_causal","timed","bbprime_causal_s102","control",73,"climate",NA,"news","msg_share_broad","4",14
"bbprime_causal","comment","bbprime_causal_s103","self",92,"climate",NA,"news","msg_share_broad","4",47
"bbprime_causal","untimed","bbprime_causal_s104","self",78,"health",NA,"news","msg_share_broad","4",1
"bbprime_causal","untimed","bbprime_causal_s105","social",57,"health",NA,"news","msg_share_broad","4",0
"bbprime_causal","untimed","bbprime_causal_s106","self",58,"health",NA,"news","msg_share_broad","4",0
"bbprime_causal","untimed","bbprime_causal_s107","self",1,"climate",NA,"news","msg_share_broad","4",33
"bbprime_causal","untimed","bbprime_causal_s108","social",45,"climate",NA,"news","msg_share_broad","4",6
"bbprime_causal","timed","bbprime_causal_s109","self",95,"climate",NA,"news","msg_share_broad","4",77
"bbprime_causal","untimed","bbprime_causal_s110","social",23,"health",NA,"news","msg_share_broad","4",16
"bbprime_causal","timed","bbprime_causal_s111","social",25,"climate",NA,"news","msg_share_broad","4",49
"bbprime_causal","untimed","bbprime_causal_s112","control",50,"climate",NA,"news","msg_share_broad","4",1
"bbprime_causal","comment","bbprime_causal_s113","self",78,"health",NA,"news","msg_share_broad","4",8
"bbprime_causal","comment","bbprime_causal_s114","social",71,"climate",NA,"news","msg_share_broad","4",0
"bbprime_causal","untimed","bbprime_causal_s115","social",8,"climate",NA,"news","msg_share_broad","4",25
"bbprime_causal","untimed","bbprime_causal_s116","self",5,"health",NA,"news","msg_share_broad","4",1
"bbprime_causal","comment","bbprime_causal_s117","control",86,"health",NA,"news","msg_share_broad","4",25
"bbprime_causal","timed","bbprime_causal_s118","self",79,"health",NA,"news","msg_share_broad","4",31
"bbprime_causal","untimed","bbprime_causal_s119","control",51,"health",NA,"news","msg_share_broad","4",62
"bbprime_causal","comment","bbprime_causal_s120","self",18,"health",NA,"news","msg_share_broad","4",29
"bbprime_causal","comment","bbprime_causal_s121","control",56,"health",NA,"news","msg_share_broad","4",70
"bbprime_causal","timed","bbprime_causal_s122","self",93,"health",NA,"news","msg_share_broad","4",1
"bbprime_causal","untimed","bbprime_causal_s123","control",22,"climate",NA,"news","msg_share_broad","4",26
"bbprime_causal","comment","bbprime_causal_s124","social",29,"health",NA,"news","msg_share_broad","4",1
"bbprime_causal","untimed","bbprime_causal_s125","self",29,"health",NA,"news","msg_share_broad","4",88
"bbprime_causal","timed","bbprime_causal_s126","social",38,"health",NA,"news","msg_share_broad","4",60
"bbprime_causal","timed","bbprime_causal_s127","self",69,"health",NA,"news","msg_share_broad","4",44
"bbprime_causal","comment","bbprime_causal_s128","control",87,"climate",NA,"news","msg_share_broad","4",12
"bbprime_causal","untimed","bbprime_causal_s129","social",78,"health",NA,"news","msg_share_broad","4",46
"bbprime_causal","comment","bbprime_causal_s130","self",10,"climate",NA,"news","msg_share_broad","4",11
"bbprime_causal","comment","bbprime_causal_s131","self",50,"climate",NA,"news","msg_share_broad","4",0
"bbprime_causal","timed","bbprime_causal_s132","social",88,"health",NA,"news","msg_share_broad","4",44
"bbprime_causal","untimed","bbprime_causal_s133","control",47,"climate",NA,"news","msg_share_broad","4",29
"bbprime_causal","comment","bbprime_causal_s134","self",40,"climate",NA,"news","msg_share_broad","4",0
"bbprime_causal","timed","bbprime_causal_s135","control",55,"climate",NA,"news","msg_share_broad","4",0
"bbprime_causal","comment","bbprime_causal_s136","control",65,"climate",NA,"news","msg_share_broad","4",0
"bbprime_causal","untimed","bbprime_causal_s137","self",40,"climate",NA,"news","msg_share_broad","4",0
"bbprime_causal","untimed","bbprime_causal_s138","self",66,"climate",NA,"news","msg_share_broad","4",22
"bbprime_causal","timed","bbprime_causal_s139","self",66,"climate",NA,"news","msg_share_broad","4",18
"bbprime_causal","comment","bbprime_causal_s140","self",25,"climate",NA,"news","msg_share_broad","4",1
"bbprime_causal","timed","bbprime_causal_s141","self",44,"health",NA,"news","msg_share_broad","4",0
"bbprime_causal","comment","bbprime_causal_s142","social",83,"health",NA,"news","msg_share_broad","4",0
"bbprime_causal","comment","bbprime_causal_s143","self",1,"climate",NA,"news","msg_share_broad","4",0
"bbprime_causal","untimed","bbprime_causal_s144","self",74,"health",NA,"news","msg_share_broad","4",100
"bbprime_causal","untimed","bbprime_causal_s145","control",23,"health",NA,"news","msg_share_broad","4",0
"bbprime_causal","timed","bbprime_causal_s146","control",31,"climate",NA,"news","msg_share_broad","4",4
"bbprime_causal","timed","bbprime_causal_s147","social",53,"climate",NA,"news","msg_share_broad","4",0
"bbprime_causal","untimed","bbprime_causal_s148","social",45,"climate",NA,"news","msg_share_broad","4",1
"bbprime_causal","timed","bbprime_causal_s149","control",13,"climate",NA,"news","msg_share_broad","4",1
"bbprime_causal","untimed","bbprime_causal_s150","control",5,"health",NA,"news","msg_share_broad","4",85
"bbprime_causal","timed","bbprime_causal_s151","social",59,"climate",NA,"news","msg_share_broad","4",0
"bbprime_causal","timed","bbprime_causal_s152","control",10,"climate",NA,"news","msg_share_broad","4",24
"bbprime_causal","untimed","bbprime_causal_s153","self",48,"climate",NA,"news","msg_share_broad","4",0
"bbprime_causal","untimed","bbprime_causal_s154","self",60,"climate",NA,"news","msg_share_broad","4",32
"bbprime_causal","comment","bbprime_causal_s155","control",61,"climate",NA,"news","msg_share_broad","4",76
"bbprime_causal","timed","bbprime_causal_s156","self",6,"climate",NA,"news","msg_share_broad","4",49
"bbprime_causal","comment","bbprime_causal_s157","control",68,"health",NA,"news","msg_share_broad","4",6
"bbprime_causal","comment","bbprime_causal_s158","control",15,"health",NA,"news","msg_share_broad","4",3
"bbprime_causal","comment","bbprime_causal_s159","self",7,"health",NA,"news","msg_share_broad","4",5
"bbprime_causal","timed","bbprime_causal_s160","control",35,"health",NA,"news","msg_share_broad","4",0
"bbprime_causal","untimed","bbprime_causal_s161","self",14,"climate",NA,"news","msg_share_broad","4",1
"bbprime_causal","timed","bbprime_causal_s162","social",74,"health",NA,"news","msg_share_broad","4",15
"bbprime_causal","timed","bbprime_causal_s163","control",68,"health",NA,"news","msg_share_broad","4",81
"bbprime_causal","untimed","bbprime_causal_s164","self",30,"climate",NA,"news","msg_share_broad","4",100
"bbprime_causal","untimed","bbprime_causal_s165","control",42,"climate",NA,"news","msg_share_broad","4",95
"bbprime_causal","timed","bbprime_causal_s166","social",19,"climate",NA,"news","msg_share_broad","4",81
"bbprime_causal","comment","bbprime_causal_s167","self",47,"climate",NA,"news","msg_share_broad","4",49
"bbprime_causal","untimed","bbprime_causal_s168","self",27,"climate",NA,"news","msg_share_broad","4",1
"bbprime_causal","comment","bbprime_causal_s169","social",30,"climate",NA,"news","msg_share_broad","4",1
"bbprime_causal","timed","bbprime_causal_s170","social",49,"health",NA,"news","msg_share_broad","4",3
"bbprime_causal","timed","bbprime_causal_s171","social",30,"climate",NA,"news","msg_share_broad","4",3
"bbprime_causal","untimed","bbprime_causal_s172","social",89,"climate",NA,"news","msg_share_broad","4",50
"bbprime_causal","timed","bbprime_causal_s173","social",14,"climate",NA,"news","msg_share_broad","4",0
"bbprime_causal","timed","bbprime_causal_s174","self",58,"health",NA,"news","msg_share_broad","4",6
"bbprime_causal","comment","bbprime_causal_s175","self",11,"health",NA,"news","msg_share_broad","4",35
"bbprime_causal","untimed","bbprime_causal_s176","self",92,"climate",NA,"news","msg_share_broad","4",0
"bbprime_causal","timed","bbprime_causal_s177","control",44,"health",NA,"news","msg_share_broad","4",73
"bbprime_causal","comment","bbprime_causal_s178","control",80,"health",NA,"news","msg_share_broad","4",14
"bbprime_causal","untimed","bbprime_causal_s179","social",83,"health",NA,"news","msg_share_broad","4",11
"bbprime_causal","timed","bbprime_causal_s180","social",17,"health",NA,"news","msg_share_broad","4",0
"bbprime_causal","timed","bbprime_causal_s181","self",6,"climate",NA,"news","msg_share_broad","4",29
"bbprime_causal","untimed","bbprime_causal_s182","control",58,"health",NA,"news","msg_share_broad","4",0
"bbprime_causal","untimed","bbprime_causal_s183","control",82,"climate",NA,"news","msg_share_broad","4",0
"bbprime_causal","untimed","bbprime_causal_s184","self",95,"climate",NA,"news","msg_share_broad","4",20
"bbprime_causal","timed","bbprime_causal_s185","social",52,"climate",NA,"news","msg_share_broad","4",19
"bbprime_causal","timed","bbprime_causal_s186","social",36,"health",NA,"news","msg_share_broad","4",100
"bbprime_causal","comment","bbprime_causal_s187","self",69,"health",NA,"news","msg_share_broad","4",2
"bbprime_causal","comment","bbprime_causal_s188","self",23,"health",NA,"news","msg_share_broad","4",61
"bbprime_causal","untimed","bbprime_causal_s189","control",33,"health",NA,"news","msg_share_broad","4",100
"bbprime_causal","untimed","bbprime_causal_s190","social",78,"health",NA,"news","msg_share_broad","4",10
"bbprime_causal","timed","bbprime_causal_s191","social",89,"climate",NA,"news","msg_share_broad","4",66
"bbprime_causal","timed","bbprime_causal_s192","social",30,"climate",NA,"news","msg_share_broad","4",19
"bbprime_causal","untimed","bbprime_causal_s193","social",0,"health",NA,"news","msg_share_broad","4",0
"bbprime_causal","untimed","bbprime_causal_s194","self",16,"health",NA,"news","msg_share_broad","4",62
"bbprime_causal","untimed","bbprime_causal_s195","control",24,"health",NA,"news","msg_share_broad","4",29
"bbprime_causal","timed","bbprime_causal_s196","control",32,"climate",NA,"news","msg_share_broad","4",17
"bbprime_causal","comment","bbprime_causal_s197","social",73,"climate",NA,"news","msg_share_broad","4",48
"bbprime_causal","timed","bbprime_causal_s198","social",1,"climate",NA,"news","msg_share_broad","4",7
"bbprime_causal","timed","bbprime_causal_s199","control",89,"climate",NA,"news","msg_share_broad","4",40
"bbprime_causal","untimed","bbprime_causal_s200","control",17,"health",NA,"news","msg_share_broad","4",3
"bbprime_causal","untimed","bbprime_causal_s201","social",3,"health",NA,"news","msg_share_broad","4",30
"bbprime_causal","untimed","bbprime_causal_s202","self",35,"health",NA,"news","msg_share_broad","4",2
"bbprime_causal","timed","bbprime_causal_s203","control",33,"health",NA,"news","msg_share_broad","4",2
"bbprime_causal","comment","bbprime_causal_s204","control",82,"climate",NA,"news","msg_share_broad","4",50
"bbprime_causal","timed","bbprime_causal_s205","control",87,"climate",NA,"news","msg_share_broad","4",79
"bbprime_causal","comment","bbprime_causal_s206","control",13,"climate",NA,"news","msg_share_broad","4",0
"bbprime_causal","comment","bbprime_causal_s207","control",61,"climate",NA,"news","msg_share_broad","4",0
"bbprime_causal","timed","bbprime_causal_s208","social",22,"climate",NA,"news","msg_share_broad","4",25
"bbprime_causal","timed","bbprime_causal_s209","self",55,"climate",NA,"news","msg_share_broad","4",0
"bbprime_causal","timed","bbprime_causal_s210","social",67,"health",NA,"news","msg_share_broad","4",12
"bbprime_causal","comment","bbprime_causal_s211","social",49,"health",NA,"news","msg_share_broad","4",51
"bbprime_causal","timed","bbprime_causal_s212","control",78,"health",NA,"news","msg_share_broad","4",0
"bbprime_causal","timed","bbprime_causal_s213","social",70,"health",NA,"news","msg_share_broad","4",30
"bbprime_causal","untimed","bbprime_causal_s214","control",94,"health",NA,"news","msg_share_broad","4",0
"bbprime_causal","untimed","bbprime_causal_s215","social",23,"health",NA,"news","msg_share_broad","4",2
"bbprime_causal","untimed","bbprime_causal_s216","control",24,"health",NA,"news","msg_share_broad","4",54
"bbprime_causal","timed","bbprime_causal_s217","self",92,"climate",NA,"news","msg_share_broad","4",38
"bbprime_causal","comment","bbprime_causal_s218","control",76,"climate",NA,"news","msg_share_broad","4",49
"bbprime_causal","timed","bbprime_causal_s219","social",7,"health",NA,"news","msg_share_broad","4",0
"bbprime_causal","timed","bbprime_causal_s220","control",41,"health",NA,"news","msg_share_broad","4",51
"bbprime_causal","untimed","bbprime_causal_s221","social",85,"climate",NA,"news","msg_share_broad","4",0
"bbprime_causal","untimed","bbprime_causal_s222","control",73,"climate",NA,"news","msg_share_broad","4",14
"bbprime_causal","untimed","bbprime_causal_s223","control",42,"climate",NA,"news","msg_share_broad","4",0
"bbprime_causal","comment","bbprime_causal_s224","social",44,"health",NA,"news","msg_share_broad","4",25
"bbprime_causal","timed","bbprime_causal_s225","self",24,"health",NA,"news","msg_share_broad","4",51
"bbprime_causal","timed","bbprime_causal_s226","control",55,"climate",NA,"news","msg_share_broad","4",5
"bbprime_causal","timed","bbprime_causal_s227","control",35,"health",NA,"news","msg_share_broad","4",16
"bbprime_causal","timed","bbprime_causal_s228","self",44,"health",NA,"news","msg_share_broad","4",57
"bbprime_causal","untimed","bbprime_causal_s229","social",41,"health",NA,"news","msg_share_broad","4",0
"bbprime_causal","comment","bbprime_causal_s230","control",88,"health",NA,"news","msg_share_broad","4",95
"bbprime_causal","timed","bbprime_causal_s231","social",42,"climate",NA,"news","msg_share_broad","4",0
"bbprime_causal","untimed","bbprime_causal_s232","social",62,"health",NA,"news","msg_share_broad","4",53
"bbprime_causal","comment","bbprime_causal_s233","control",47,"climate",NA,"news","msg_share_broad","4",64
"bbprime_causal","untimed","bbprime_causal_s234","control",4,"climate",NA,"news","msg_share_broad","4",72
"bbprime_causal","untimed","bbprime_causal_s235","social",10,"climate",NA,"news","msg_share_broad","4",51
"bbprime_causal","untimed","bbprime_causal_s236","social",57,"health",NA,"news","msg_share_broad","4",0
"bbprime_causal","untimed","bbprime_causal_s237","self",1,"climate",NA,"news","msg_share_broad","4",48
"bbprime_causal","timed","bbprime_causal_s238","social",67,"health",NA,"news","msg_share_broad","4",0
"bbprime_causal","timed","bbprime_causal_s239","social",34,"health",NA,"news","msg_share_broad","4",1
"bbprime_causal","comment","bbprime_causal_s240","social",57,"health",NA,"news","msg_share_broad","4",7
"bbprime_causal","comment","bbprime_causal_s241","control",71,"climate",NA,"news","msg_share_broad","4",0
"bbprime_causal","untimed","bbprime_causal_s242","social",39,"health",NA,"news","msg_share_broad","4",0
"bbprime_causal","timed","bbprime_causal_s243","self",57,"health",NA,"news","msg_share_broad","4",8
"bbprime_causal","timed","bbprime_causal_s244","control",77,"climate",NA,"news","msg_share_broad","4",0
"bbprime_causal","timed","bbprime_causal_s245","self",56,"health",NA,"news","msg_share_broad","4",100
"bbprime_causal","untimed","bbprime_causal_s246","self",64,"health",NA,"news","msg_share_broad","4",2
"bbprime_causal","timed","bbprime_causal_s247","control",46,"climate",NA,"news","msg_share_broad","4",3
"bbprime_causal","untimed","bbprime_causal_s248","control",20,"health",NA,"news","msg_share_broad","4",1
"bbprime_causal","comment","bbprime_causal_s249","self",91,"health",NA,"news","msg_share_broad","4",100
"bbprime_causal","comment","bbprime_causal_s250","social",74,"health",NA,"news","msg_share_broad","4",24
"bbprime_causal","timed","bbprime_causal_s251","social",37,"climate",NA,"news","msg_share_broad","4",49
"bbprime_causal","untimed","bbprime_causal_s252","control",36,"health",NA,"news","msg_share_broad","4",0
"bbprime_causal","timed","bbprime_causal_s253","control",77,"climate",NA,"news","msg_share_broad","4",1
"bbprime_causal","comment","bbprime_causal_s254","self",50,"climate",NA,"news","msg_share_broad","4",100
"bbprime_causal","comment","bbprime_causal_s255","social",21,"climate",NA,"news","msg_share_broad","4",50
"bbprime_causal","timed","bbprime_causal_s256","social",26,"climate",NA,"news","msg_share_broad","4",54
"bbprime_causal","timed","bbprime_causal_s257","control",60,"climate",NA,"news","msg_share_broad","4",0
"bbprime_causal","untimed","bbprime_causal_s258","self",86,"health",NA,"news","msg_share_broad","4",0
"bbprime_causal","untimed","bbprime_causal_s259","control",13,"climate",NA,"news","msg_share_broad","4",0
"bbprime_causal","untimed","bbprime_causal_s260","control",62,"health",NA,"news","msg_share_broad","4",3
"bbprime_causal","timed","bbprime_causal_s261","control",66,"climate",NA,"news","msg_share_broad","4",48
"bbprime_causal","untimed","bbprime_causal_s262","control",19,"climate",NA,"news","msg_share_broad","4",0
"bbprime_causal","timed","bbprime_causal_s263","control",55,"climate",NA,"news","msg_share_broad","4",6
"bbprime_causal","timed","bbprime_causal_s264","control",51,"health",NA,"news","msg_share_broad","4",0
"bbprime_causal","untimed","bbprime_causal_s265","control",90,"climate",NA,"news","msg_share_broad","4",67
"bbprime_causal","comment","bbprime_causal_s266","social",89,"climate",NA,"news","msg_share_broad","4",12
"bbprime_causal","untimed","bbprime_causal_s267","social",26,"climate",NA,"news","msg_share_broad","4",1
"bbprime_causal","untimed","bbprime_causal_s268","control",23,"health",NA,"news","msg_share_broad","4",0
"bbprime_causal","comment","bbprime_causal_s269","social",11,"health",NA,"news","msg_share_broad","4",57
"bbprime_causal","untimed","bbprime_causal_s270","control",51,"health",NA,"news","msg_share_broad","4",0
"bbprime_causal","timed","bbprime_causal_s271","social",71,"climate",NA,"news","msg_share_broad","4",0
"bbprime_causal","comment","bbprime_causal_s272","self",45,"climate",NA,"news","msg_share_broad","4",1
"bbprime_causal","untimed","bbprime_causal_s273","social",50,"climate",NA,"news","msg_share_broad","4",100
"bbprime_causal","timed","bbprime_causal_s274","social",10,"climate",NA,"news","msg_share_broad","4",0
"bbprime_causal","untimed","bbprime_causal_s275","social",78,"health",NA,"news","msg_share_broad","4",59
"bbprime_causal","untimed","bbprime_causal_s276","control",88,"health",NA,"news","msg_share_broad","4",8
"bbprime_causal","comment","bbprime_causal_s277","self",88,"health",NA,"news","msg_share_broad","4",0
"bbprime_causal","timed","bbprime_causal_s278","self",9,"climate",NA,"news","msg_share_broad","4",75
"bbprime_causal","comment","bbprime_causal_s279","self",17,"health",NA,"news","msg_share_broad","4",100
"bbprime_causal","untimed","bbprime_causal_s280","self",80,"health",NA,"news","msg_share_broad","4",0
"bbprime_causal","untimed","bbprime_causal_s281","self",82,"climate",NA,"news","msg_share_broad","4",0
"bbprime_causal","comment","bbprime_causal_s282","social",13,"climate",NA,"news","msg_share_broad","4",0
"bbprime_causal","comment","bbprime_causal_s283","social",47,"climate",NA,"news","msg_share_broad","4",66
"bbprime_causal","timed","bbprime_causal_s284","social",52,"climate",NA,"news","msg_share_broad","4",4
"bbprime_causal","timed","bbprime_causal_s285","social",13,"climate",NA,"news","msg_share_broad","4",0
"bbprime_causal","timed","bbprime_causal_s286","self",23,"health",NA,"news","msg_share_broad","4",3
"bbprime_causal","timed","bbprime_causal_s287","social",58,"health",NA,"news","msg_share_broad","4",0
"bbprime_causal","untimed","bbprime_causal_s288","self",0,"health",NA,"news","msg_share_broad","4",36
"bbprime_causal","untimed","bbprime_causal_s289","social",68,"health",NA,"news","msg_share_broad","4",0
"bbprime_causal","timed","bbprime_causal_s290","self",45,"climate",NA,"news","msg_share_broad","4",2
"bbprime_causal","timed","bbprime_causal_s291","control",74,"health",NA,"news","msg_share_broad","4",3
"bbprime_causal","comment","bbprime_causal_s292","self",84,"health",NA,"news","msg_share_broad","4",0
"bbprime_causal","comment","bbprime_causal_s293","social",43,"health",NA,"news","msg_share_broad","4",6
"bbprime_causal","untimed","bbprime_causal_s294","self",17,"health",NA,"news","msg_share_broad","4",0
"bbprime_causal","comment","bbprime_causal_s295","social",28,"health",NA,"news","msg_share_broad","4",0
"bbprime_causal","timed","bbprime_causal_s296","control",17,"health",NA,"news","msg_share_broad","4",0
"bbprime_causal","untimed","bbprime_causal_s297","control",72,"climate",NA,"news","msg_share_broad","4",84
"bbprime_causal","timed","bbprime_causal_s298","control",93,"health",NA,"news","msg_share_broad","4",3
"bbprime_causal","comment","bbprime_causal_s299","social",82,"climate",NA,"news","msg_share_broad","4",0
"bbprime_causal","comment","bbprime_causal_s300","control",31,"climate",NA,"news","msg_share_broad","4",0
"bbprime_causal","timed","bbprime_causal_s301","control",73,"climate",NA,"news","msg_share_broad","4",64
"bbprime_causal","comment","bbprime_causal_s302","self",65,"climate",NA,"news","msg_share_broad","4",90
"bbprime_causal","untimed","bbprime_causal_s303","self",55,"climate",NA,"news","msg_share_broad","4",50
"bbprime_causal","timed","bbprime_causal_s304","control",57,"health",NA,"news","msg_share_broad","4",80
"bbprime_causal","timed","bbprime_causal_s305","social",6,"climate",NA,"news","msg_share_broad","4",0
"bbprime_causal","untimed","bbprime_causal_s306","self",95,"climate",NA,"news","msg_share_broad","4",82
"bbprime_causal","timed","bbprime_causal_s307","control",35,"health",NA,"news","msg_share_broad","4",100
"bbprime_causal","untimed","bbprime_causal_s308","self",90,"climate",NA,"news","msg_share_broad","4",40
"bbprime_causal","untimed","bbprime_causal_s309","social",10,"climate",NA,"news","msg_share_broad","4",50
"bbprime_causal","comment","bbprime_causal_s310","self",48,"climate",NA,"news","msg_share_broad","4",91
"bbprime_causal","timed","bbprime_causal_s311","control",24,"health",NA,"news","msg_share_broad","4",35
"bbprime_causal","timed","bbprime_causal_s312","social",6,"climate",NA,"news","msg_share_broad","4",0
"bbprime_causal","timed","bbprime_causal_s313","control",17,"health",NA,"news","msg_share_broad","4",0
"bbprime_causal","comment","bbprime_causal_s314","self",69,"health",NA,"news","msg_share_broad","4",56
"bbprime_causal","timed","bbprime_causal_s315","social",79,"health",NA,"news","msg_share_broad","4",100
"bbprime_causal","untimed","bbprime_causal_s316","social",57,"health",NA,"news","msg_share_broad","4",49
"bbprime_causal","comment","bbprime_causal_s317","social",90,"climate",NA,"news","msg_share_broad","4",5
"bbprime_causal","comment","bbprime_causal_s318","social",52,"climate",NA,"news","msg_share_broad","4",71
"bbprime_causal","untimed","bbprime_causal_s319","social",85,"climate",NA,"news","msg_share_broad","4",12
"bbprime_causal","timed","bbprime_causal_s320","social",74,"health",NA,"news","msg_share_broad","4",0
"bbprime_causal","comment","bbprime_causal_s321","control",42,"climate",NA,"news","msg_share_broad","4",6
"bbprime_causal","timed","bbprime_causal_s322","self",35,"health",NA,"news","msg_share_broad","4",0
"bbprime_causal","comment","bbprime_causal_s323","control",33,"health",NA,"news","msg_share_broad","4",23
"bbprime_causal","timed","bbprime_causal_s324","self",37,"climate",NA,"news","msg_share_broad","4",0
"bbprime_causal","timed","bbprime_causal_s325","control",89,"climate",NA,"news","msg_share_broad","4",75
"bbprime_causal","timed","bbprime_causal_s326","self",3,"health",NA,"news","msg_share_broad","4",0
"bbprime_causal","untimed","bbprime_causal_s327","self",3,"health",NA,"news","msg_share_broad","4",0
"bbprime_causal","timed","bbprime_causal_s328","social",28,"health",NA,"news","msg_share_broad","4",23
"bbprime_causal","timed","bbprime_causal_s329","social",82,"climate",NA,"news","msg_share_broad","4",23
"bbprime_causal","untimed","bbprime_causal_s330","social",64,"health",NA,"news","msg_share_broad","4",56
"bbprime_causal","untimed","bbprime_causal_s331","social",85,"climate",NA,"news","msg_share_broad","4",0
"bbprime_causal","comment","bbprime_causal_s332","social",18,"health",NA,"news","msg_share_broad","4",9
"bbprime_causal","timed","bbprime_causal_s333","self",66,"climate",NA,"news","msg_share_broad","4",67
"bbprime_causal","untimed","bbprime_causal_s334","social",27,"climate",NA,"news","msg_share_broad","4",0
"bbprime_causal","timed","bbprime_causal_s335","self",56,"health",NA,"news","msg_share_broad","4",82
"bbprime_causal","untimed","bbprime_causal_s336","social",92,"climate",NA,"news","msg_share_broad","4",77
"bbprime_causal","untimed","bbprime_causal_s337","control",4,"climate",NA,"news","msg_share_broad","4",40
